FECHA,CONTRATO,No. Concepto,Descripción detallada de los bienes                                                                (principio activo),Presentación                                                                                  unidad de medida ,MAXIMO,MINIMO,CLAVE GOB
2015-01-07,PEMEXF1,535,METOCLOPRAMIDA,MONOCLORHIDRATO DE BROMELINA DIMETICONA/PANCREATINA DEHIDROCOLATO DE SODIO  CAJA CON 30 GRAGEAS 6 36 MG/35000 U/57 9 MG/210 U/20 MG,0,0,-
2015-01-07,PEMEXF1,536,METOPROLOL ,SUCCINATO HIDROCLORTIAZIDA CAJA CON 20 GRAGEAS O TABLETAS LIBERACION PROLONGADA 95/12 5 MG,0,0,-
2015-01-07,PEMEXF1,539,METOTREXATO ,SODICO CAJA CON 100 TABLETAS 2 5 MG,0,0,-
2015-01-07,PEMEXF1,540,METOXIPSORALENO,FRASCO SOLUCION 15 ML 1%,0,0,-
2015-01-07,PEMEXF1,547,MIDAZOLAM , MALEATO DE FRASCO 30 COMPRIMIDOS 7 5 MG,0,0,-
2015-01-07,PEMEXF1,548,MINOCICLINA ,CLORHIDRATO DE CAJA CON 20 TABLETAS O CAPSULAS 50 MG,0,0,-
2015-01-07,PEMEXF1,551,MOMETASONA ,FUROATO DE TUBO UNGÜENTO 30 G 100 MG / 100 G,0,0,-
2015-01-07,PEMEXF1,552,MOMETASONA ,MONOHIDRATADO FUROATO DE FRASCO SPRAY NASAL 18 G 0 50 MG 140 DOSIS,0,0,-
2015-01-07,PEMEXF1,555,MOXIFLOXACINO ,CLORHIDRATO DE FRASCO SOLUCION OFTALMICA 5 ML 5 MG/ML,0,0,-
2015-01-07,PEMEXF1,564,NATAMICINA,FRASCO SUSPENSION GOTAS OFTALMICAS 10 ML 50 MG/ML,0,0,-
2015-01-07,PEMEXF1,568,NICERGOLINA,CAJA CON 20 GRAGEAS 10 MG,0,0,-
2015-01-07,PEMEXF1,573,NIMODIPINA,CAJA CON 30 TABLETAS 30 MG,0,0,-
2015-01-07,PEMEXF1,577,NITROFURAL,TUBO POMADA 85 G 0 2 G / 100 G,0,0,-
2015-01-07,PEMEXF1,579,OCTREOTIDA ,ACETATO CAJA FRASCO AMPULA CON JERINGA PRELLENADA 2 5ML 20MG,0,0,-
2015-01-07,PEMEXF1,584,OLOPATADINA,CLORHIDRATO DE FRASCO SOLUCION GOTAS 5 ML 1 MG/ML,0,0,-
2015-01-07,PEMEXF1,588,ORCIPRENALINA ,SULFATO DE CAJA CON 30 COMPRIMIDOS 20 MG,0,0,-
2015-01-07,PEMEXF1,589,ORFENADRINA ,CITRATO DE PARACETAMOL FRASCO 50 TABLETAS 35/450 MG,0,0,-
2015-01-07,PEMEXF1,590,OXCARBAZEPINA,FRASCO SUSPENSION 100 ML 6 G/100 ML,0,0,-
2015-01-07,PEMEXF1,593,OXIBUTININA ,CLORHIDRATO DE CAJA CON 30 TABLETAS 5 MG,0,0,-
2015-01-07,PEMEXF1,598,PANCREATINA , LIPASAAMILASA PROTEASA  CAJA CON 50 CAPSULAS 150 MG  10 000 /33 200/37 500 USP ,0,0,-
2015-01-07,PEMEXF1,604,PARACETAMOL,CODEINA FOSFATO DE CAJA CON 30 CAPSULAS 500 / 30 MG,0,0,-
2015-01-07,PEMEXF1,607,PEGFILGRASTIM,CAJA CON JERINGA PRELLENADA 6MG/0 6 ML,0,0,-
2015-01-07,PEMEXF1,608,PEMETREXED ,DISODICO FRASCO AMPULA 500MG,0,0,-
2015-01-07,PEMEXF1,611,PERMETRINA,FRASCO EMULSION 120 ML 5 G/100 ML,0,0,-
2015-01-07,PEMEXF1,612,PEROXIDO ,BENZOILO CLINDAMICINA FOSFATO DE TUBO 30 G GEL 5/1/100 G,0,0,-
2015-01-07,PEMEXF1,614,PILOCARPINA,FRASCO SOLUCION GOTAS OFTALMICAS 15 ML AL 2%,0,0,-
2015-01-07,PEMEXF1,618,PIRACETAM,FRASCO SOLUCION 120 ML 200 MG/ML,0,0,-
2015-01-07,PEMEXF1,619,PIRACETAM,CAJA CON 30 TABLETAS 800 MG,0,0,-
2015-01-07,PEMEXF1,620,PIRIDOSTIGMINA ,BROMURO DE FRASCO 20 TABLETAS 60 MG,0,0,-
2015-01-07,PEMEXF1,624,PLANTAGO ,PSILLIUM FRASCO POLVO 210 G,0,0,-
2015-01-07,PEMEXF1,625,POLIACRILICO ,ACIDO TUBO GEL OFTALMICO 10 G 2 MG/G,0,0,-
2015-01-07,PEMEXF1,628,POLIETILENGLICOL ,400 PROPILENGLICOL HP GUAR FRASCO SOLUCION OFTALMICA 15 ML 4 MG / 3 MG / 1 9 MG / ML,0,0,-
2015-01-07,PEMEXF1,629,POLIMALTOSADO ,FERRICO COMPLEJO FRASCO SOLUCION 100 ML 3 125 G,0,0,-
2015-01-07,PEMEXF1,630,POLIMALTOSADO ,FERRICO COMPLEJO FRASCO SOLUCION GOTAS 20 ML 5 G,0,0,-
2015-01-07,PEMEXF1,631,POLIMALTOSADO ,FERRICO COMPLEJO AC FOLICO CAJA CON 30 GRAGEAS 357 143 MG/800 MCG,0,0,-
2015-01-07,PEMEXF1,632,PRAMIPEXOL ,MONOHIDRATADO DICLORHIDRATO DE CAJA 30 TABLETAS 0 50 MG,0,0,-
2015-01-07,PEMEXF1,633,PRASTERONA , ENANTATO DE ESTRADIOL VALERATO DE CAJA CON 1 JERINGA PRELLENADA 1 ML 200 / 4 MG,0,0,-
2015-01-07,PEMEXF1,635,PREDNISOLONA ,ACETATO DE FRASCO SUSPENSION OFTALMICA 1% 10 MG/ML 5 ML,0,0,-
2015-01-07,PEMEXF1,636,PREDNISOLONA ,FOSFATO SODICO DE FRASCO SOLUCION INFANTIL 100 ML 1 MG/ML,0,0,-
2015-01-07,PEMEXF1,644,PROGESTERONA,CAJA CON 14 CAPSULAS DE 200 MG,0,0,-
2015-01-07,PEMEXF1,650,PROPRANOLOL,CAJA CON 42 TABLETAS 10 MG,0,0,-
2015-01-07,PEMEXF1,651,PRUCALOPRIDA,CAJA CON 14 COMPRIMIDOS 2MG,0,0,-
2015-01-07,PEMEXF1,652,QUETIAPINA ,FUMARATO DE  CAJA CON 30 TABLETAS DE 300 MG,0,0,-
2015-01-07,PEMEXF1,653,QUINAGOLIDA ,CLORHIDRATO DE CAJA CON 9 COMPRIMIDOS 25 MCG,0,0,-
2015-01-07,PEMEXF1,654,QUINAGOLIDA ,CLORHIDRATO DE CAJA CON 30 COMPRIMIDOS 75 MCG,0,0,-
2015-01-07,PEMEXF1,655,QUINAPRIL ,CLORHIDRATO DE CAJA CON 21 GRAGEAS 10 MG,0,0,-
2015-01-07,PEMEXF1,658,RACECADOTRILO,CAJA CON 18 SOBRES 30 MG,0,0,-
2015-01-07,PEMEXF1,659,RALOXIFENO ,CLORHIDRATO DE CAJA CON 28 TABLETAS 60 MG,0,0,-
2015-01-07,PEMEXF1,660,RALTEGRAVIR ,POTASICO CAJA CON 60 COMPRIMIDOS RECUBIERTOS 400MG,0,0,-
2015-01-07,PEMEXF1,664,RANITIDINA ,CLORHIDRATO DE FRASCO SOLUCION 200 ML 1 5 G / 100 ML,0,0,-
2015-01-07,PEMEXF1,666,RESORCINOL,CALAMINA FRASCO SUSPENSION 120 ML 6/6G,0,0,-
2015-01-07,PEMEXF1,667,VITAMINA A,ERGOCALCIFEROL  VITAMINA D2  ACEITE DE HIGADO  BACALAO DEODOR  BENZALCONIO CLORURO DE OXIDO DE ZINC TUBO POMADA 45 G 500 000 UI / 90 000 UI / 10 G / 0 1 G / 25 G / 100 G,0,0,-
2015-01-07,PEMEXF1,668,VITAMINA A,ERGOCALCIFEROL VITAMINA D2  CAJA CON 5 AMPULAS INGERIBLES 3 ML 12000 UI/1000 UI/3 ML,0,0,-
2015-01-07,PEMEXF1,669,VITAMINA A,ERGOCALCIFEROL VITAMINA D2  ASCORBICO ACIDO  VITAMINA C  ASCORBATO SODIO  VITAMINA C  FRASCO SOLUCION 15 ML GOTERO GRADUADO 5000 UI/400 UI/30 MG/30 MG/ML,0,0,-
2015-01-07,PEMEXF1,670,VITAMINA A,CAJA CON 40 CAPSULAS 50 000 UI,0,0,-
2015-01-07,PEMEXF1,672,RIFAMIPICINA,ISONIAZIDA CAJA CON 24 CAPSULAS 150/200 MG,0,0,-
2015-01-07,PEMEXF1,675,RIFAMPICINA,ISONIAZIDA PIRAZINAMIDA ETAMBUTOL CAJA CON 240 TABLETAS 150 MG/75 MG/400 MG/300 MG,0,0,-
2015-01-07,PEMEXF1,676,RIFAXIMINA,CAJA 28 TABLETAS DE 200 MG,0,0,-
2015-01-07,PEMEXF1,678,RISPERIDONA,FRASCO SOLUCION 60 ML 1 MG/ML,0,0,-
2015-01-07,PEMEXF1,681,RITONAVIR,CAJA CON 168 CAPSULAS 100MG,0,0,-
2015-01-07,PEMEXF1,684,RIVASTIGMINA ,TARTRATO DE CAJA CON 30 PARCHES 9 5 MG/24 HORAS,0,0,-
2015-01-07,PEMEXF1,685,RIVASTIGMINA ,TARTRATO DE CAJA CON 30 PARCHES 4 6 MG/24 HORAS,0,0,-
2015-01-07,PEMEXF1,686,ROSIGLITAZONA ,MALEATO DE CAJA CON 14 TABLETAS 4 MG,0,0,-
2015-01-07,PEMEXF1,687,ROSUVASTATINA ,CALCICA CAJA CON 30 TABLETAS 10 MG,0,0,-
2015-01-07,PEMEXF1,689,SACARATO ,OXIDO FERRICO COMPLEJO DECAJA CON 1 FRASCO AMPULA 5 ML 100 MG,0,0,-
2015-01-07,PEMEXF1,690,SALBUTAMOL ,SULFATO  IPRATOPIO BROMURO CAJA CON 10 AMPULAS 2 5 ML 2 5 MG/ 0 50 MG,0,0,-
2015-01-07,PEMEXF1,691,SALBUTAMOL ,SULFATO DE FRASCO SOLUCION 200 ML 0 040 G,0,0,-
2015-01-07,PEMEXF1,692,SALBUTAMOL ,SULFATO DE FRASCO SOLUCION 10 ML P/NEBULIZADOR 5 MG/ML,0,0,-
2015-01-07,PEMEXF1,693,SALBUTAMOL ,SULFATO DE FRASCO SUSPENSION AEROSOL 200 DOSIS  100 MCG/DOSIS ,0,0,-
2015-01-07,PEMEXF1,694,SALBUTAMOL ,SULFATO DE CAJA CON 5 AMPULAS 1 ML 0 5 MG,0,0,-
2015-01-07,PEMEXF1,696,SALICILICO ,TUBO GEL 15 G 27 G/100 G,0,0,-
2015-01-07,PEMEXF1,697,SALMETEROL ,XINAFOATO DE  FLUTICASONA CAJA POLVO INHALADOR CON 60 DOSIS 50 MCG/100 MCG,0,0,-
2015-01-07,PEMEXF1,698,SALMETEROL ,XINAFOATO DE  FLUTICASONA CAJA CON FRASCO SUSPENSION AEROSOL 25/50 MCG  0 33/0 67 MG  120 DOSIS,0,0,-
2015-01-07,PEMEXF1,699,SALMETEROL ,XINAFOATO DE  FLUTICASONA CAJA CON FRASCO AEROSOL 25 /125 MCG  0 33 / 1 67 MG ,0,0,-
2015-01-07,PEMEXF1,700,SALMETEROL ,XINAFOATO DE  FLUTICASONA CAJA CON FRASCO SUSPENSION AEROSOL 25/250MCG   0 33 / 3 33 MG ,0,0,-
2015-01-07,PEMEXF1,706,SEVELAMERO,CAJA CON 180 COMPRIMIDOS 800 MG,0,0,-
2015-01-07,PEMEXF1,707,SILDENAFIL CITRATO DE,CITRATO DE CAJA CON 1 TABLETA 50 MG,0,0,-
2015-01-07,PEMEXF1,711,SOMATROPINA,FRASCO AMPULA CON POLVO LIOFILIZADO O JERINGA PRELLENADA  QUE CONTIENE 5MG  15 U I   DE SOMATROPINA  FRASCO CON 5ML DE DILUYENTE E INSTRUCTIVO,0,0,-
2015-01-07,PEMEXF1,715,SULFADIAZINA ,DE PLATA MICRONIZADA TUBO CREMA 160 G 1%,0,0,-
2015-01-07,PEMEXF1,717,ATAZANAVIR,SULFATO DE  CAJA CON 60 CAPSULAS 200MG,0,0,-
2015-01-07,PEMEXF1,719,SULPIRIDE,CAJA CON 40 CAPSULAS 50 MG,0,0,-
2015-01-07,PEMEXF1,726,TAMOXIFENO ,CITRATO DE CAJA CON 14 TABLETAS 20 MG,0,0,-
2015-01-07,PEMEXF1,730,TEMOZOLOMIDA,CAJA CON 5 CAPSULAS 100 MG,0,0,-
2015-01-07,PEMEXF1,732,TEOFILINA,MEPIRAMINA FRASCO SOLUCION 240 ML 0 172 / 0 273 G/100 ML,0,0,-
2015-01-07,PEMEXF1,734,TERBINAFINA ,CLORHIDRATO DE CAJA CON 20 TABLETAS O COMPRIMIDOS 250 MG,0,0,-
2015-01-07,PEMEXF1,735,TERBUTALINA ,SULFATO DE GUAIFENESINA FRASCO SOLUCION 200 ML 0 030 G / 1 330 G / 100 ML,0,0,-
2015-01-07,PEMEXF1,737,TESTOSTERONA ,ENANTATO DE CAJA CON 1 AMPULA 1 ML 250 MG,0,0,-
2015-01-07,PEMEXF1,738,TESTOSTERONA ,UNDECANOATO DE CAJA CON 30 CAPSULAS 40 MG,0,0,-
2015-01-07,PEMEXF1,739,TETRACAINA,CLORHIDRATO DE FRASCO SOLUCION GOTAS OFTALMICAS 10 ML 5 MG/ML,0,0,-
2015-01-07,PEMEXF1,741,TETRACICLINA ,CLORHIDRATO DE CAJA CON 10 TABLETAS 250MG,0,0,-
2015-01-07,PEMEXF1,745,TIAMINA ,CLORHIDRATO PIRIDOXINA CLORHIDRATO CIANOCOBALAMINA CAJA CON 30 CAPSULAS 100 MG / 50 MG / 250MCG,0,0,-
2015-01-07,PEMEXF1,747,TIAPROFENICO,ACIDO CAJA CON 30 COMPRIMIDOS 300 MG,0,0,-
2015-01-07,PEMEXF1,749,TIMOLOL ,MALEATO FRASCO GEL 5G 0 1%,0,0,-
2015-01-07,PEMEXF1,750,TIMOLOL,MALEATO FRASCO SOLUCION 15 ML 0 5%,0,0,-
2015-01-07,PEMEXF1,751,TIOCTICO , ACIDO CAJA CON 30 COMPRIMIDOS 600 MG,0,0,-
2015-01-07,PEMEXF1,752,TIOFILINA ,AMBROXOL CLORHIDRATO DE FRASCO SOLUCION 0 700 G/0 150G/100ML 150ML,0,0,-
2015-01-07,PEMEXF1,753,TIOTROPIO ,MONOHIDRATO BROMURO DE CAJA CON 30 CAPSULAS DE 18 MCG CON DISPOSITIVO INHALADOR,0,0,-
2015-01-07,PEMEXF1,754,TIPRANAVIR,CAJA FRASCO CON 120 CAPSULAS DE 250 MG,0,0,-
2015-01-07,PEMEXF1,755,TIZANIDINA ,CLORHIDRATO DE CAJA CON 20 COMPRIMIDOS 2 MG,0,0,-
2015-01-07,PEMEXF1,757,TOBRAMICINA ,SULFATO DE TUBO 3 5 G UNGÜENTO OFTALMICO 3 MG/G,0,0,-
2015-01-07,PEMEXF1,760,TOCOFEROL ,DL ALFA ACETATO DE  VITAMINA E  FRASCO CON 30 CAPSULAS 400 UI,0,0,-
2015-01-07,PEMEXF1,762,TOLPERIZONA ,CLORHIDRATO DE CLORHIDRATO DE PARACETAMOL CAJA CON 30 CAPSULAS 50/300 MG,0,0,-
2015-01-07,PEMEXF1,763,TOLTERODINA ,TARTRATO DE CAJA CON 14 GRAGEAS 2 MG,0,0,-
2015-01-07,PEMEXF1,766,TRAMADOL ,CLORHIDRATO DE FRASCO SOLUCION GOTAS 10 ML 100 MG,0,0,-
2015-01-07,PEMEXF1,768,TRAMADOL ,CLORHIDRATO DE CAJA CON 5 ÁMPULAS 100 MG 2 ML,0,0,-
2015-01-07,PEMEXF1,771,TRETINOINA ,  AC  RETINOICO  TUBO CREMA 40 G 0 05%,0,0,-
2015-01-07,PEMEXF1,772,TRIAMCINOLONA ,ACETONIDO DE FRASCO NEBULIZADOR SUSPENSION 16 5 ML 56 10 MG/100 ML,0,0,-
