FECHA,CONTRATO,No. Concepto,Descripción detallada de los bienes                                                                (principio activo),Presentación                                                                                 (unidad de medida),MAXIMO,MINIMO,CLAVE GOB
2015-01-07,PEMEXF,47,AMLODIPINO,BESILATO DE VALSARTAN HIDROCLOROTIAZIDA CAJA 28 COMPRIMIDOS 5 MG / 160 MG / 12.5 MG,0,0,-
2015-01-07,PEMEXF,53,AMOXICILINA ,TRIHIDRATADA CLAVULANATO DE POTASIO FRASCO SUSPENSION 60 ML 125 MG/31.25 MG,0,0,-
2015-01-07,PEMEXF,54,AMOXICILINA ,TRIHIDRATADA CLAVULANATO DE POTASIO (CLAVULANICO ACIDO) FRASCO SUSPENSION 50 ML 400/57 MG /5 ML,0,0,-
2015-01-07,PEMEXF,55,AMOXICILINA ,TRIHIDRATADA CLAVULANATO DE POTASIO (CLAVULANICO ACIDO) FRASCO SUSPENSION 75 ML 250/62.5 MG,0,0,-
2015-01-07,PEMEXF,56,AMOXICILINA ,TRIHIDRATADA CLAVULANATO DE POTASIO (CLAVULANICO ACIDO) FRASCO 15 TABLETAS 500/125 MG,0,0,-
2015-01-07,PEMEXF,57,AMPICILINA,FRASCO AMPULA 1GR,0,0,-
2015-01-07,PEMEXF,60,AMPICILINA ,TRIHIDRATADA CAJA CON 12 COMPRIMIDOS 1 G,0,0,-
2015-01-07,PEMEXF,62,ANFEBUTANONA,CAJA CON 15 TABLETAS 150 MG,0,0,-
2015-01-07,PEMEXF,64,ARIPIPRAZOLE,CAJA CON 20 TABLETAS 15 MG,0,0,-
2015-01-07,PEMEXF,65,ASCORBICO ,CAJA CON 10 COMPRIMIDOS EFERVESCENTE 2 GR,0,0,-
2015-01-07,PEMEXF,74,ATORVASTATINA,CAJA CON 15 TABLETAS 80 MG,0,0,-
2015-01-07,PEMEXF,76,ATROPINA,FRASCO SOLUCION OFTALMICO 15 ML 1%,0,0,-
2015-01-07,PEMEXF,78,AZITROMICINA,DIHIDRATADA FRASCO SUSPENSION 22.5 ML 900 MG,0,0,-
2015-01-07,PEMEXF,80,AZITROMICINA,DIHIDRATADA FRASCO SOLUCION 15 ML 600 MG,0,0,-
2015-01-07,PEMEXF,81,BASILIXIMAB,CAJA 2 AMPULAS 5ML 20 MG,0,0,-
2015-01-07,PEMEXF,82,BENCIDAMINA ,CLORHIDRATO FRASCO NEBULIZADOR 30 ML 0.15 G,0,0,-
2015-01-07,PEMEXF,85,BENCILPENICILINA ,CLEMIZOL BENCILPENICILINA SODICA CRISTALINA FRASCO AMPULA 3 ML 800 000/200 000 U,0,0,-
2015-01-07,PEMEXF,86,BENCILPENICILINA ,CLEMIZOL BENCILPENICILINA SODICA CRISTALINA FRASCO AMPULA 2 ML 300 000/100 000 U,0,0,-
2015-01-07,PEMEXF,89,BENCILPENICILINA ,SODICA BENCILPENICILINA PROCAINICA CAJA CON FRASCO AMPULA 2 ML 100 000 / 300 000 UI,0,0,-
2015-01-07,PEMEXF,90,BENCILPENICILINA ,SODICA BENCILPENICILINA PROCAINICA CAJA CON FRASCO AMPULA 2 ML 200 000 / 600 000 UI,0,0,-
2015-01-07,PEMEXF,92,BETAHISTINA ,DICLORHIDRATO DE CAJA CON 30 TABLETAS 24 MG,0,0,-
2015-01-07,PEMEXF,94,BETAMETASONA ,ACETATO DE BETAMETASONA FOSFATO SODICO CAJA CON 1 AMPULA 1 ML 2.71/3.0 MG,0,0,-
2015-01-07,PEMEXF,95,BETAMETASONA ,DIPROPIONATO DE TUBO CREMA 30 G 50 MG / 100 G,0,0,-
2015-01-07,PEMEXF,96,BETAMETASONA ,DIPROPIONATO DE BETAMETASONA FOSFATO SODICO CAJA CON 1 JERINGA 1 ML 5/2 MG,0,0,-
2015-01-07,PEMEXF,99,BETAXOLOL ,CLORHIDRATO DE FRASCO SUSPENSION GOTAS OFTALMICAS 5 ML 2.5 MG/ML,0,0,-
2015-01-07,PEMEXF,100,BEVACIZUMAB,FRASCO AMPULA 100 MG 4 ML,0,0,-
2015-01-07,PEMEXF,101,BEVACIZUMAB,FRASCO AMPULA 400MG 16 ML,0,0,-
2015-01-07,PEMEXF,106,BISMUTO ,SUBSALICILATO FRASCO SUSPENSION 118 ML 1750 MG/100 ML,0,0,-
2015-01-07,PEMEXF,107,BRIMONIDINA ,TARTRATO DE FRASCO SOLUCION 5 ML 0.2 %,0,0,-
2015-01-07,PEMEXF,112, CITALOPRAM,BROMHIDRATO CAJA CON 28 TABLETAS 20 MG,0,0,-
2015-01-07,PEMEXF,114, IPRATROPIO ,SULFATO DE SALBUTAMOL EQUIVALENTE A DE SALBUTAMOL CARTUCHO CON DISPOSITIVO INHALADOR 1.68 MG/8.77 MG/1 ML 4.5 ML 120 DOSIS,0,0,-
2015-01-07,PEMEXF,115,BUDESONIDA,FRASCO SUSPENSION PULVERIZADOR NASAL 120 DOSIS 1.28 MG (64 MCG / DOSIS) 6 ML.,0,0,-
2015-01-07,PEMEXF,117,BUDESONIDA,CAJA CON 5 FRASCOS AMPULAS 2 ML SUSPENSION P/ NEBULIZAR 0.250 MG/ML,0,0,-
2015-01-07,PEMEXF,118,BUDESONIDA ,MICRONISADA FORMOTEROL FUMARATO INHALADOR TURBUHALER 60 DOSIS 160MCG/4.5 MCG/DOSIS,0,0,-
2015-01-07,PEMEXF,119,BUDESONIDA ,MICRONISADA FORMOTEROL FUMARATO FRASCO INHALADOR TURBUHALER 60 DOSIS 320/9 MCG/DOSIS,0,0,-
2015-01-07,PEMEXF,120,BUMETANIDA,CAJA CON 20 COMPRIMIDOS 1 MG,0,0,-
2015-01-07,PEMEXF,125,BUTILHIOSCINA ,METAMIZOL CAJA CON 3 ÁMPULAS 5ML 20 MG/ 2.5 GR,0,0,-
2015-01-07,PEMEXF,126,BUTILHIOSCINA ,PARACETAMOL CAJA CON 20 TABLETAS O COMPRIMIDOS O GRAGEAS 10/500 MG,0,0,-
2015-01-07,PEMEXF,131,CANDERSARTAN ,CILEXETILO CAJA CON 14 TABLETAS 16 MG,0,0,-
2015-01-07,PEMEXF,132,CANDERSARTAN ,CILEXETILO HIDROCLOROTIAZIDA CAJA CON 28 TABLETAS 16 MG/12.5 MG,0,0,-
2015-01-07,PEMEXF,133,CAPECITABINE,CAJA CON 120 GRAGEAS 500MG,0,0,-
2015-01-07,PEMEXF,140,CARBAMIDA,FRASCO CREMA 100 G 20 G / 100 G,0,0,-
2015-01-07,PEMEXF,141, CALCIO,CARBONATOCOLECALCIFEROL FRASCO 60 TABLETAS 600 MG/400 UI,0,0,-
2015-01-07,PEMEXF,142,CEFACLOR ,MONOHIDRATO FRASCO SUSPENSION 75 ML 250 MG,0,0,-
2015-01-07,PEMEXF,143,CEFACLOR ,MONOHIDRATO CAJA CON 15 CAPSULAS 500 MG,0,0,-
2015-01-07,PEMEXF,144,CEFACLOR ,MONOHIDRATO FRASCO SUSPENSION 75 ML 125 MG,0,0,-
2015-01-07,PEMEXF,150,CEFOTAXIMA ,SODICA C LIDOCAINA CAJA CON FRASCO AMPULA IM 1 G DILUYENTE 40 MG/4 ML,0,0,-
2015-01-07,PEMEXF,152,CEFTRIAXONA ,DISODICA C LIDOCAINA CAJA CON 1 FRASCO AMPULA IM 1 G DISOLVENTE >= 3.5 ML,0,0,-
2015-01-07,PEMEXF,153,CEFUROXIMA ,ACETIL CAJA CON 10 TABLETAS 500 MG,0,0,-
2015-01-07,PEMEXF,154,CEFUROXIMA,ACETIL FRASCO SUSPENSION 50 ML 125 MG,0,0,-
2015-01-07,PEMEXF,155,CEFUROXIMA,ACETIL FRASCO SUSPENSION 50 ML 250 MG,0,0,-
2015-01-07,PEMEXF,162,CICLESONIDA,FRASCO SUSPENSION ATOMIZADOR 12.5 G / 120 DOSIS (50 MCG / DOSIS),0,0,-
2015-01-07,PEMEXF,165,CICLOFOSFAMIDA,CAJA CON 50 GRAGEAS 50 MG,0,0,-
2015-01-07,PEMEXF,169,CICLOSPORINA ,FRASCO SOLUCION GOTERO 5 ML 1.0 MG/ML,0,0,-
2015-01-07,PEMEXF,170,CICLOSPORINA ,EN MICROEMULSION FRASCO DE 50 ML EMULSION 100 MG/ML,0,0,-
2015-01-07,PEMEXF,172,CINITAPRIDA,BITARTRATO DE FRASCO SOLUCION 120 ML 1 MG/5 ML,0,0,-
2015-01-07,PEMEXF,179,CITICOLINA,CAJA CON 20 COMPRIMIDOS DE 500 MG,0,0,-
2015-01-07,PEMEXF,185,CLINDAMICINA ,FOSFATO CAJA CON AMPULA 4 ML 600 MG,0,0,-
2015-01-07,PEMEXF,186,CLINDAMICINA ,FOSFATO FRASCO SOLUCION TOPICA 30 ML 1 G / 100 ML,0,0,-
2015-01-07,PEMEXF,187,CLINDAMICINA ,FOSFATO TUBO GEL 1G/100 G 30 GR,0,0,-
2015-01-07,PEMEXF,190,CLIOQUINOL ,HIDROCORTISONA TUBO 20 G CREMA 3/1 G,0,0,-
2015-01-07,PEMEXF,191,CLOBAZAM,CAJA CON 30 COMPRIMIDOS 10 MG,0,0,-
2015-01-07,PEMEXF,192,CLOMIFENO ,CITRATO DE CAJA CON 30 TABLETAS 50 MG,0,0,-
2015-01-07,PEMEXF,197,CLOPIDOGREL ,BISULFATO CAJA CON 28 GRAGEAS O TABLETAS 75 MG,0,0,-
2015-01-07,PEMEXF,199,CLORAZEPATO ,DIPOTASICO CAJA CON 30 CAPSULAS 5 MG,0,0,-
2015-01-07,PEMEXF,201,CLORFENAMINA,AMANTADINA PARACETAMOL FRASCO JARABE 60 ML 0.020 G/0.500 G/3 G,0,0,-
2015-01-07,PEMEXF,202,CLORHEXIDINA ,DIGLUCONATO DEXPANTENOL ALANTOINA SACARINA SODICA FRASCO SOLUCION 250 ML 100 G,0,0,-
2015-01-07,PEMEXF,203, DORZOLAMIDA ,MALEATO DE TIMOLOL EQUIVALENTE A TIMOLOL TARTRATO DE BRIMONIDINA FRASCO SOLUCION OFTALMICA GOTERO 5 ML 20 MG/5 MG/2 MG,0,0,-
2015-01-07,PEMEXF,206,CLORMADINONA ,ACETATO DE CAJA CON 20 TABLETAS 2 MG,0,0,-
2015-01-07,PEMEXF,208,CLOROPIRAMINA ,CLORHIDRATO DE CAJA CON 5 AMPULAS 2 ML 20 MG/2 ML,0,0,-
2015-01-07,PEMEXF,209,CLOROPIRAMINA ,CLORHIDRATO DE CAJA CON 20 GRAGEAS 25 MG,0,0,-
2015-01-07,PEMEXF,210,CLOROQUINA ,FOSFATO DE CAJA CON 30 TABLETAS 150 MG,0,0,-
2015-01-07,PEMEXF,214,CLORURO ,DE SODIO FRASCO 10 ML SOLUCION OFTALMICA 5 %,0,0,-
2015-01-07,PEMEXF,218,COBRE ,ZINC SULFATO ALCANFOR CAJA CON 12 SOBRES 389.4 / 1362.9 / 58.3 MG 2.2 GR.,0,0,-
2015-01-07,PEMEXF,219,CODERGOCRINA ,MESILATO DE CAJA CON 12 COMPRIMIDOS 4.5 MG,0,0,-
2015-01-07,PEMEXF,221,COLESTIRAMINA,CAJA CON 10 SOBRES DE 4 G/ 9 G,0,0,-
2015-01-07,PEMEXF,222,COLISTIMETATO,FRASCO AMPULA DE 150 MG,0,0,-
2015-01-07,PEMEXF,223,OSEINICO ,COMPLEJO OSEINICO MINERAL CAJA CON 36 GRAGEAS 200 MG,0,0,-
2015-01-07,PEMEXF,224,CONDROITIN ,HIALURONATO FRASCO SOLUCION 15 ML 1.8MG / 1.0MG 1 ML,0,0,-
2015-01-07,PEMEXF,229,DAPTOMICINA,CAJA CON FRASCO AMPULA VIAL 500 MG.,0,0,-
2015-01-07,PEMEXF,232,DESLORATADINA,FRASCO JARABE 120 ML 50 MG,0,0,-
2015-01-07,PEMEXF,233,DESMOPRESINA ,ACETATO DE CAJA CON 30 TABLETAS 0.2 MG,0,0,-
2015-01-07,PEMEXF,235,DESOGESTREL,CAJA CON 28 GRAGEAS 75 MCG,0,0,-
2015-01-07,PEMEXF,237,DEXAMETASONA,CAJA CON 30 TABLETAS 0.5 MG,0,0,-
2015-01-07,PEMEXF,238,DEXAMETASONA,FOSFATO 21 CLORANFENICOL FRASCO SOLUCION GOTAS 10 ML 76/200 MG / 100 ML,0,0,-
2015-01-07,PEMEXF,240,DEXAMETASONA ,FOSFATO SODICO FENILEFRINA NEOMICINA POLIMIXINA B FRASCO SOLUCION GOTAS OFTALMICAS 5 ML 1 MG/1.5 MG/ 3.5 MG/16250 U/1 ML,0,0,-
2015-01-07,PEMEXF,241,DEXAMETASONA ,ISONICONATO 21 FRASCO AMPULA 2 ML SUSPENSION 8 MG,0,0,-
2015-01-07,PEMEXF,242,DEXKETOPROFENO ,TROMETAMOL CAJA CON 3 ÁMPULAS 50 MG 2ML,0,0,-
2015-01-07,PEMEXF,243,DEXTROMETORFAN ,BROMHIDRATO DE FRASCO JARABE 120 ML 300 MG/100 ML,0,0,-
2015-01-07,PEMEXF,244,DEXTROMETORFANO ,BROMHIDRATO DE AMBROXOL CLORHIDRATO FRASCO JARABE 120 ML 225/225 MG/100 ML,0,0,-
2015-01-07,PEMEXF,245,DEXTROMETORFANO ,BROMHIDRATO DE GUAIFENESINA FENILEFRINA FRASCO SOLUCION GOTAS PEDIATRICAS 60 ML 200/2000/100 MG / 100 ML,0,0,-
2015-01-07,PEMEXF,247,DICICLOVERINA ,CLORHIDRATO DE CAJA CON 30 CAPSULAS O TABLETAS 10 MG,0,0,-
2015-01-07,PEMEXF,251,DICLOXACILINA ,SODICA FRASCO C/ POLVO P/ SUSPENSION 60 ML 125 MG/5 ML,0,0,-
2015-01-07,PEMEXF,253,DICLOXACILINA ,SODICA FRASCO AMPULA 500 MG 5 ML,0,0,-
2015-01-07,PEMEXF,254,DICLOXACILINA ,SODICA MONOHIDRATADA CAJA CON 12 CAPSULAS 500 MG,0,0,-
2015-01-07,PEMEXF,257,DIFENIDOL ,CLORHIDRATO DE CAJA CON 25 TABLETAS 25 MG,0,0,-
2015-01-07,PEMEXF,261,DIHIDROERGOTAMINA ,CAFEINA PROPIFENAZONA CAJA CON 30 GRAGEAS 0.5/40/125 MG,0,0,-
2015-01-07,PEMEXF,262,DILTIAZEM ,CLORHIDRATO DE CAJA CON 30 COMPRIMIDOS 60 MG,0,0,-
2015-01-07,PEMEXF,263,DILTIAZEM ,CLORHIDRATO DE CAJA CON 20 TABLETAS DE LIBERACION PROLONGADA 120 MG,0,0,-
2015-01-07,PEMEXF,267,DIMETICONA,FRASCO SUSPENSION GOTAS 30 ML 100 MG/ML,0,0,-
2015-01-07,PEMEXF,271,MESILATO,DOLASETRON FRASCO AMPULA 5 ML 100 MG,0,0,-
2015-01-07,PEMEXF,274,DONEPECILO ,CLORHIDRATO DE CAJA CON 28 TABLETAS 10 MG,0,0,-
2015-01-07,PEMEXF,275,DORZOLAMIDA ,CLORHIDRATO DE FRASCO SOLUCION GOTAS OFTALMICAS 5 ML 2 %,0,0,-
2015-01-07,PEMEXF,276,DORZOLAMIDA ,CLORHIDRATO DE MALEATO TIMOLOL FRASCO SOLUCION OFTALMICA 5 ML 20/5 MG / 1 ML,0,0,-
2015-01-07,PEMEXF,277,DOXICICLINA ,HICLATO CAJA CON 10 CAPSULAS O TABLETAS 100 MG,0,0,-
2015-01-07,PEMEXF,279,EMTRICITABINE,TENOFOVIR CAJA 30 TABLETAS 200/300MG,0,0,-
2015-01-07,PEMEXF,280,ENALAPRIL ,MALEATO DE CAJA CON 30 TABLETAS 20 MG,0,0,-
2015-01-07,PEMEXF,285,ERGOMETRINA ,MALEATO DE CAJA CON 20 TABLETAS 0.2 MG,0,0,-
2015-01-07,PEMEXF,286,ERGOTAMINA ,TARTRATO DE  CAFEINA ACIDO ACETILSALICILICO CAJA CON 36 TABLETAS 1/50/400MG,0,0,-
2015-01-07,PEMEXF,289,ERITROMICINA ,ESTEARATO DE TUBO UNGÜENTO OFTALMICO 3 G 5 MG / 1 G,0,0,-
2015-01-07,PEMEXF,296,ESTRADIOL,CAJA CON 28 SOBRES 1.0 G GEL,0,0,-
2015-01-07,PEMEXF,298,ESTRADIOL ,BENZOATO DE PROGESTERONA CAJA CON 1 JERINGA C/1 ML 5/50 MG,0,0,-
2015-01-07,PEMEXF,299,ESTRADIOL ,HEMIHIDRATADO DROSPIRENONA CAJA CON 28 COMPRIMIDOS 1/2 MG,0,0,-
2015-01-07,PEMEXF,300,ESTRADIOL ,HEMIHIDRATADO NORETISTERONA ACETATO DE CAJA CON 8 PARCHES 3.2/11.2 MG,0,0,-
2015-01-07,PEMEXF,301,ESTRADIOL ,VALERATO  NORETISTERONA ENANTATO FRASCO AMPULA 1 ML 5/50 MG,0,0,-
2015-01-07,PEMEXF,302,ESTRADIOL ,VALERATO CAJA CON 28 GRAGEAS DE 2 MG,0,0,-
2015-01-07,PEMEXF,303,ESTRADIOL ,VALERATO NORGESTREL CAJA CON 21 GRAGEAS 2/0.5 MG,0,0,-
2015-01-07,PEMEXF,304,ESTRADIOL ,VALERATO TESTOSTERONA ENANTATO JERINGA PRELLENADA 1 ML 5 MG / 100 MG,0,0,-
2015-01-07,PEMEXF,307,ETANERCEP,CAJA CON 4 AMPOLLETAS 25MG,0,0,-
2015-01-07,PEMEXF,310,ETINILESTRADIOL,ETONOGESTREL CAJA CON 1 ANILLO VAGINAL CON POLVO 2.7/11.7 MG,0,0,-
2015-01-07,PEMEXF,311,ETINILESTRADIOL,NORELGESTROMINA CAJA CON 3 PARCHES TRANSDERMICOS 0.60 MG/6 MG,0,0,-
2015-01-07,PEMEXF,315,EXAMESTANO,CAJA CON 30 GRAGEAS 25 MG,0,0,-
2015-01-07,PEMEXF,316,TRITICUM ,EXTRACTO ACUOSO DE TRITICUM VULGARE FENOXIETANOL CAJA CON 6 OVULOS 600 MG/40 MG,0,0,-
2015-01-07,PEMEXF,317,TRITICUM ,FENOXIETANOL TUBO CREMA 10 G 150 MG / 10 MG /1 G,0,0,-
2015-01-07,PEMEXF,318,FELODIPINA,CAJA CON 10 TABLETAS 5 MG,0,0,-
2015-01-07,PEMEXF,321,FENILEFRINA ,CLORHIDRATO FRASCO SOLUCION OFTALMICA GOTAS 5 ML AL 10%,0,0,-
2015-01-07,PEMEXF,326,FENOTRINA,FRASCO SOLUCION 60 ML 0.2/100 ML,0,0,-
2015-01-07,PEMEXF,327,FENTICONAZOL ,NITRATO DE TUBO CREMA 30 G 2 %,0,0,-
2015-01-07,PEMEXF,332,FLAVOXATO ,CLORHIDRATO DE CAJA CON 20 TABLETAS 200 MG,0,0,-
2015-01-07,PEMEXF,338,FLUOCINOLONA ,ACETONIDA HIDROQUINONA TRETINOINA TUBO CREMA 15 G 0.01/4/0.05/100 G,0,0,-
2015-01-07,PEMEXF,339,FLUOCINOLONA ,ACETONIDO DE METRONIDAZOL NISTATINA CAJA CON 10 OVULOS 0.50/500 MG/100 000 UI,0,0,-
2015-01-07,PEMEXF,341,FLUOXETINA ,CLORHIDRATO CAJA CON 14 CAPSULAS 20 MG,0,0,-
2015-01-07,PEMEXF,342,FLUTICASONA,PROPIONATO DE FRASCO SUSPENSION 120 DOSIS 14.5 ML 0.5 MG/ML,0,0,-
2015-01-07,PEMEXF,343,FLUTICASONA,PROPIONATO DE FRASCO SUSPENSION AEROSOL 120 DOSIS 50 MCG/DOSIS,0,0,-
2015-01-07,PEMEXF,345,FOLINATO,CALCICO CAJA CON 12 TABLETAS 15 MG,0,0,-
2015-01-07,PEMEXF,346,FORMOTEROL ,FUMARATO CAJA CON 30 CAPSULAS CON DISPOSITIVO PARA INHALACION 12 MCG,0,0,-
2015-01-07,PEMEXF,347,FUMARATO ,DE BISOPROLOL HIDROCLOROTIAZIDA CAJA CON 30 TABLETAS RECUBIERTAS 5 MG/6.25 MG,0,0,-
2015-01-07,PEMEXF,348,FURAZOLIDONA,FRASCO SUSPENSION GOTAS 15 ML 30 MG,0,0,-
2015-01-07,PEMEXF,351,FUSIDICO ,ACIDO TUBO UNGÜENTO 15 G 2 %,0,0,-
2015-01-07,PEMEXF,355,GALANTAMINA ,BROMHIDRATO DE CAJA CON 7 CAPSULAS DE LIBERACION PROLONGADA 16 MG,0,0,-
2015-01-07,PEMEXF,356,GALANTAMINA ,BROMHIDRATO DE FRASCO SOLUCION 100 ML 400 MG,0,0,-
2015-01-07,PEMEXF,359,GENTAMICINA ,SULFATO CAJA CON 5 AMPULAS 2 ML 80 MG,0,0,-
2015-01-07,PEMEXF,360,GESTRINONA,CAJA CON 8 CAPSULAS 2.5 MG,0,0,-
2015-01-07,PEMEXF,361,GINKGO ,BILOBA EXTRACTO DE CAJA CON 24 GRAGEAS 40 MG,0,0,-
2015-01-07,PEMEXF,366,GLICIRRICINICO ,ACIDO FRASCO SOLUCION SPRAY 60 ML 0.1G/100 ML,0,0,-
2015-01-07,PEMEXF,371,GOSERELINA ,ACETATO DE CAJA CON JERINGA PRELLENADA CON 1 IMPLANTE 10.8 MG,0,0,-
2015-01-07,PEMEXF,374,HALOPERIDOL,FRASCO SOLUCION GOTAS 15 ML 2 MG/ML,0,0,-
2015-01-07,PEMEXF,379,HIDROCORTISONA,SUCCINATO SODICO DE CAJA CON 2 FRASCO AMPULA LIOFILIZADA 500 MG 4 ML DILUYENTE,0,0,-
2015-01-07,PEMEXF,382,HIDROXICLOROQUINA ,SULFATO DE CAJA CON 20 TABLETAS 200 MG,0,0,-
2015-01-07,PEMEXF,383,HIPROMELOSA,FRASCO SOLUCION GOTAS OFTALMICAS 10 ML 3 MG/ML,0,0,-
2015-01-07,PEMEXF,384,HIPROMELOSA,FRASCO SOLUCION OFTALMICA 10 ML 2% 20 MG/ML,0,0,-
2015-01-07,PEMEXF,385,HIPROMELOSA,FRASCO SOLUCION OFTALMICA 10 ML 0.5% 5 MG/ML,0,0,-
2015-01-07,PEMEXF,387,HIDROXICARBAMIDA,CAJA CON 100 CAPSULAS 500 MG,0,0,-
2015-01-07,PEMEXF,389,HILANO ,SODIO CLORURO SODICO FOSFATO MONOBASICO HIDRATO DE FOSFATO SODICO DIBASICO CAJA CON JERINGA 2 ML INTRA-ARTICULAR 8 MG / 8.5 MG / 0.16 MG / 0.04 MG,0,0,-
2015-01-07,PEMEXF,390,IBANDRONATO ,DE SODIO MONOHIDRATADO CAJA CON 1 COMPRIMIDO DE 150 MG,0,0,-
2015-01-07,PEMEXF,391,IBANDRONATO ,DE SODIO MONOHIDRATADO CAJA UNA JERINGA PRECARGADA 3 MG/ 3 ML,0,0,-
2015-01-07,PEMEXF,395,IMATINIB ,MESILATO DE CAJA CON 60 COMPRIMIDOS 100MG,0,0,-
2015-01-07,PEMEXF,396,IMIPRAMINA ,CLORHIDRATO DE CAJA CON 20 GRAGEAS 25 MG,0,0,-
2015-01-07,PEMEXF,398,INDACATEROL ,MALEATO CAJA CON 30 CAPSULAS INHALABLES 150MCG Y DISPOSITIVO INHALADOR,0,0,-
2015-01-07,PEMEXF,399,INDACATEROL ,MALEATO CAJA CON 30 CAPSULAS INHALABLES 300MCG Y DISPOSITIVO INHALADOR,0,0,-
