FECHA,CONTRATO,No. Concepto,Descripción detallada de los bienes                                                                (principio activo),Presentación                                                                                 (unidad de medida),MAXIMO,MINIMO,CLAVE GOB
30/12/2014,PEMEX3,27,ALOGLUTAMOL,FRASCO POLVO 120 ML 1 G / 5 ML,0,0,-
30/12/2014,PEMEX3,28,ALOPURINOL,CAJA CON 20 TABLETAS 300 MG,0,0,-
30/12/2014,PEMEX3,29,ALPRAZOLAM,CAJA CON 30 TABLETAS 0.50 MG,0,0,-
30/12/2014,PEMEX3,30,ALPRAZOLAM,CAJA CON 30 TABLETAS 0.25 MG,0,0,-
30/12/2014,PEMEX3,31,ALPRAZOLAM,CAJA CON 30 TABLETAS 1 MG,0,0,-
30/12/2014,PEMEX3,32,ALQUITRAN DE HULLA ,ALANTOINA CLIOQUINOL FRASCO SOLUCIÓN 150G 5G / 0.2G / 3G 100 G,0,0,-
30/12/2014,PEMEX3,33,ALUMINIO HIDROXIDO DE,MAGNESIO HIDROXIDO DE DIMETICONA FRASCO SUSPENSION 360 ML 3.7/4/0.5 G/100 ML,0,0,-
30/12/2014,PEMEX3,34,AMANTADINA,CAJA CON 30 TABLETAS 100 MG,0,0,-
30/12/2014,PEMEX3,35,AMBROXOL,FRASCO SOLUCION GOTERO 30 ML 0.750 G/100 ML,0,0,-
30/12/2014,PEMEX3,36,AMBROXOL,FRASCO SOLUCION 120 ML 300 MG/100 ML,0,0,-
30/12/2014,PEMEX3,37,AMBROXOL CLORHIDRATO,CAJA CON 20 COMPRIMIDOS O TABLETAS 0.030 G,0,0,-
30/12/2014,PEMEX3,38,AMIKACINA SULFATO DE,FRASCO AMPULA 2 ML 500 MG,0,0,-
30/12/2014,PEMEX3,39,AMIKACINA SULFATO DE,FRASCO AMPULA 2 ML 100 MG,0,0,-
30/12/2014,PEMEX3,40,AMILORIDA,HIDROCLOROTIAZIDA CAJA CON 30 TABLETAS 5/50 MG,0,0,-
30/12/2014,PEMEX3,41,AMINOFENAZONA,BUFENINA DIFENILPIRALINA CAJA CON 20 CAPSULAS 40/1.5 /1.5 MG,0,0,-
30/12/2014,PEMEX3,42,AMINOFENAZONA,BUFENINA DIFENILPIRALINA FRASCO SOLUCION PEDIATRICA 25 ML 2 G / 75 / 75 MG / 100 ML,0,0,-
30/12/2014,PEMEX3,43,AMIODARONA,CAJA CON 20 TABLETAS 200 MG,0,0,-
30/12/2014,PEMEX3,44,AMITRIPTILINA,CLORHIDRATO DE CAJA CON 50 TABLETAS 25 MG,0,0,-
30/12/2014,PEMEX3,45,AMLODIPINA BESILATO DE,CAJA CON 30 TABLETAS 5 MG,0,0,-
30/12/2014,PEMEX3,46,AMLODIPINA BESILATO DE ,VALSARTAN CAJA CON 28 COMPRIMIDOS 5 MG/160 MG,0,0,-
30/12/2014,PEMEX3,47,AMLODIPINA BESILATO DE ,VALSARTAN HIDROCLOROTIAZIDA CAJA 28 COMPRIMIDOS 5 MG / 160 MG / 12.5 MG,0,0,-
30/12/2014,PEMEX3,48,AMOXICILINA TRIHIDRATADA,FRASCO SUSPENSION 75 ML 500 MG,0,0,-
30/12/2014,PEMEX3,49,AMOXICILINA TRIHIDRATADA,FRASCO SUSPENSION 75 ML 250 MG,0,0,-
30/12/2014,PEMEX3,50,AMOXICILINA TRIHIDRATADA,CAJA CON 12 CAPSULAS 500 MG,0,0,-
30/12/2014,PEMEX3,51,AMOXICILINA TRIHIDRATADA,BROMHEXINA CLORHIDRATO DE FRASCO SUSPENSION 75 ML 250/8 MG /5ML,0,0,-
30/12/2014,PEMEX3,52,AMOXICILINA TRIHIDRATADA,BROMHEXINA CLORHIDRATO DE CAJA CON 12 CAPSULAS 500/8 MG,0,0,-
30/12/2014,PEMEX3,53,AMOXICILINA TRIHIDRATADA,CLAVULANATO DE POTASIO FRASCO SUSPENSION 60 ML 125 MG/31.25 MG,0,0,-
30/12/2014,PEMEX3,54,AMOXICILINA TRIHIDRATADA,CLAVULANATO DE POTASIO (CLAVULANICO ACIDO) FRASCO SUSPENSION 50 ML 400/57 MG /5 ML,0,0,-
30/12/2014,PEMEX3,55,AMOXICILINA TRIHIDRATADA,CLAVULANATO DE POTASIO (CLAVULANICO ACIDO) FRASCO SUSPENSION 75 ML 250/62.5 MG,0,0,-
30/12/2014,PEMEX3,56,AMOXICILINA TRIHIDRATADA,CLAVULANATO DE POTASIO (CLAVULANICO ACIDO) FRASCO 15 TABLETAS 500/125 MG,0,0,-
30/12/2014,PEMEX3,57,AMPICILINA,FRASCO AMPULA 1GR,0,0,-
30/12/2014,PEMEX3,58,AMPICILINA,FRASCO AMPULA 500 MG,0,0,-
30/12/2014,PEMEX3,59,AMPICILINA TRIHIDRATADA,FRASCO SUSPENSION 90 ML 250 MG,0,0,-
30/12/2014,PEMEX3,60,AMPICILINA TRIHIDRATADA,CAJA CON 12 COMPRIMIDOS 1 G,0,0,-
30/12/2014,PEMEX3,61,ANASTROZOL,CAJA CON 28 TABLETAS 1 MG,0,0,-
30/12/2014,PEMEX3,62,ANFEBUTANONA,CAJA CON 15 TABLETAS 150 MG,0,0,-
30/12/2014,PEMEX3,63,APREPITANT,CAJA 1 CAPSULA 125 MG Y 2 CAPSULAS DE 80 MG,0,0,-
30/12/2014,PEMEX3,64,ARIPIPRAZOLE,CAJA CON 20 TABLETAS 15 MG,0,0,-
30/12/2014,PEMEX3,65,ASCORBICO ACIDO,CAJA CON 10 COMPRIMIDOS EFERVESCENTE 2 GR,0,0,-
30/12/2014,PEMEX3,66,ATENOLOL,CAJA CON 28 TABLETAS 50 MG,0,0,-
30/12/2014,PEMEX3,67,ATENOLOL,CLORTALIDONA CAJA CON 28 TABLETAS 100/25 MG,0,0,-
30/12/2014,PEMEX3,68,ATENOLOL,CLORTALIDONA CAJA CON 28 TABLETAS 50/12.5 MG,0,0,-
30/12/2014,PEMEX3,69,ATOMOXETINA CLORHIDRATO,CAJA CON 14 CAPSULAS 40 MG,0,0,-
30/12/2014,PEMEX3,70,ATOMOXETINA CLORHIDRATO,CAJA CON 14 CAPSULAS 18 MG,0,0,-
30/12/2014,PEMEX3,71,ATOMOXETINA CLORHIDRATO,CAJA CON 14 CAPSULAS 25 MG,0,0,-
30/12/2014,PEMEX3,72,ATOMOXETINA CLORHIDRATO,CAJA 14 CAPSULAS 10 MG,0,0,-
30/12/2014,PEMEX3,73,ATOMOXETINA CLORHIDRATO,CAJA 14 CAPSULAS 60 MG,0,0,-
30/12/2014,PEMEX3,74,ATORVASTATINA,CAJA CON 15 TABLETAS 80 MG,0,0,-
30/12/2014,PEMEX3,75,ATORVASTATINA CALCICA TRIHIDRATADA,CAJA CON 30 TABLETAS 20 MG,0,0,-
30/12/2014,PEMEX3,76,ATROPINA,FRASCO SOLUCION OFTALMICO 15 ML 1%,0,0,-
30/12/2014,PEMEX3,77,AZATIOPRINA,CAJA CON 25 TABLETAS 50 MG,0,0,-
30/12/2014,PEMEX3,78,AZITROMICINA DIHIDRATADA,FRASCO SUSPENSION 22.5 ML 900 MG,0,0,-
30/12/2014,PEMEX3,79,AZITROMICINA DIHIDRATADA,CAJA CON 3 TABLETAS 500 MG,0,0,-
30/12/2014,PEMEX3,80,AZITROMICINA DIHIDRATADA,FRASCO SOLUCION 15 ML 600 MG,0,0,-
30/12/2014,PEMEX3,81,BASILIXIMAB,CAJA 2 AMPULAS 5ML 20 MG,0,0,-
30/12/2014,PEMEX3,82,BENCIDAMINA CLORHIDRATO,FRASCO NEBULIZADOR 30 ML 0.15 G,0,0,-
30/12/2014,PEMEX3,83,BENCILPENICILINA BENZATINICA,CAJA CON FRASCO AMPULA LIOFILIZADO 1200000 UI,0,0,-
30/12/2014,PEMEX3,84,BENCILPENICILINA BENZATINICA,BENCILPENICILINA PROCAINICA BENCILPENICILINACRISTALINA CAJA CON FRASCO AMPULA 3 ML 600000/300000/300000 UI,0,0,-
30/12/2014,PEMEX3,85,BENCILPENICILINA CLEMIZOL,BENCILPENICILINA SODICA CRISTALINA FRASCO AMPULA 3 ML 800000/200000 U,0,0,-
30/12/2014,PEMEX3,86,BENCILPENICILINA CLEMIZOL,BENCILPENICILINA SODICA CRISTALINA FRASCO AMPULA 2 ML 300000/100000 U,0,0,-
30/12/2014,PEMEX3,87,BENCILPENICILINA SODICA,FRASCO AMPULA 1000000 UI DILUYENTE >= 2 ML,0,0,-
30/12/2014,PEMEX3,88,BENCILPENICILINA SODICA,CAJA CON FRASCO AMPULA 5000000 UI DILUYENTE >= 8 ML,0,0,-
30/12/2014,PEMEX3,89,BENCILPENICILINA SODICA,BENCILPENICILINA PROCAINICA CAJA CON FRASCO AMPULA 2 ML 100000 / 300000 UI,0,0,-
30/12/2014,PEMEX3,90,BENCILPENICILINA SODICA,BENCILPENICILINA PROCAINICA CAJA CON FRASCO AMPULA 2 ML 200000 / 600000 UI,0,0,-
30/12/2014,PEMEX3,91,BENZONATATO,CAJA CON 20 CAPSULAS O PERLAS 100 MG,0,0,-
30/12/2014,PEMEX3,92,BETAHISTINA DICLORHIDRATO DE,CAJA CON 30 TABLETAS 24 MG,0,0,-
30/12/2014,PEMEX3,93,BETAMETASONA,FRASCO SOLUCION GOTAS 60 ML 0.5 MG/ML,0,0,-
30/12/2014,PEMEX3,94,BETAMETASONA ACETATO DE,BETAMETASONA FOSFATO SODICO CAJA CON 1 AMPULA 1 ML 2.71/3.0 MG,0,0,-
30/12/2014,PEMEX3,95,BETAMETASONA DIPROPIONATO DE,TUBO CREMA 30 G 50 MG / 100 G,0,0,-
30/12/2014,PEMEX3,96,BETAMETASONA DIPROPIONATO DE,BETAMETASONA FOSFATO SODICO CAJA CON 1 JERINGA 1 ML 5/2 MG,0,0,-
30/12/2014,PEMEX3,97,BETAMETASONA,LORATADINA CAJA CON 10 TABLETAS 0.25/5 MG,0,0,-
30/12/2014,PEMEX3,98,BETAMETASONA,LORATADINA FRASCO 60 ML JARABE PEDIATRICO 5/100 MG / 100 ML,0,0,-
30/12/2014,PEMEX3,99,BETAXOLOL CLORHIDRATO DE,FRASCO SUSPENSION GOTAS OFTALMICAS 5 ML 2.5 MG/ML,0,0,-
30/12/2014,PEMEX3,100,BEVACIZUMAB,FRASCO AMPULA 100 MG 4 ML,0,0,-
30/12/2014,PEMEX3,101,BEVACIZUMAB,FRASCO AMPULA 400MG 16 ML,0,0,-
30/12/2014,PEMEX3,102,BEZAFIBRATO,CAJA CON 10 COMPRIMIDOS O TABLETAS LIBERACION PROLONGADA 400 MG,0,0,-
30/12/2014,PEMEX3,103,BEZAFIBRATO,CAJA CON 30 TABLETAS 200 MG,0,0,-
30/12/2014,PEMEX3,104,BICALUTAMIDA,CAJA CON 28 TABLETAS 50 MG,0,0,-
30/12/2014,PEMEX3,105,BIPERIDENO,CAJA CON 30 TABLETAS 2 MG,0,0,-
30/12/2014,PEMEX3,106,BISMUTO SUBSALICILATO,FRASCO SUSPENSION 118 ML 1750 MG/100 ML,0,0,-
30/12/2014,PEMEX3,107,BRIMONIDINA TARTRATO DE,FRASCO SOLUCION 5 ML 0.2 %,0,0,-
30/12/2014,PEMEX3,108,BROMAZEPAM,CAJA CON 30 COMPRIMIDOS 6 MG,0,0,-
30/12/2014,PEMEX3,109,BROMAZEPAM,CAJA CON 30 COMPRIMIDOS 3 MG,0,0,-
30/12/2014,PEMEX3,110,BROMHEXINA CLORHIDRATO DE,FRASCO SOLUCION 100 ML 80 MG,0,0,-
30/12/2014,PEMEX3,111,BROMHEXINA CLORHIDRATO DE,FRASCO SOLUCION 100 ML 160 MG,0,0,-
30/12/2014,PEMEX3,112,BROMHIDRATO CITALOPRAM,CAJA CON 28 TABLETAS 20 MG,0,0,-
30/12/2014,PEMEX3,113,BROMOCRIPTINA MESILATO DE,CAJA CON 14 COMPRIMIDOS 2.5 MG,0,0,-
30/12/2014,PEMEX3,114,BROMURO DE IPRATROPIO MONOHIDRATADO EQUIVALENTE A DE BROMURO DE IPRATROPIO ,SULFATO DE SALBUTAMOL EQUIVALENTE A DE SALBUTAMOL CARTUCHO CON DISPOSITIVO INHALADOR 1.68 MG/8.77 MG/1 ML 4.5 ML 120 DOSIS,0,0,-
30/12/2014,PEMEX3,115,BUDESONIDA,FRASCO SUSPENSION PULVERIZADOR NASAL 120 DOSIS 1.28 MG (64 MCG / DOSIS) 6 ML.,0,0,-
30/12/2014,PEMEX3,116,BUDESONIDA,FRASCO PRESURIZADO AEROSOL 200 DOSIS 100 MCG/DOSIS,0,0,-
30/12/2014,PEMEX3,117,BUDESONIDA,CAJA CON 5 FRASCOS AMPULAS 2 ML SUSPENSION P/ NEBULIZAR 0.250 MG/ML,0,0,-
30/12/2014,PEMEX3,118,BUDESONIDA MICRONISADA,FORMOTEROL FUMARATO INHALADOR TURBUHALER 60 DOSIS 160MCG/4.5 MCG/DOSIS,0,0,-
30/12/2014,PEMEX3,119,BUDESONIDA MICRONIZADA ,FORMOTEROL FUMARATO FRASCO INHALADOR TURBUHALER 60 DOSIS 320/9 MCG/DOSIS,0,0,-
30/12/2014,PEMEX3,120,BUMETANIDA,CAJA CON 20 COMPRIMIDOS 1 MG,0,0,-
30/12/2014,PEMEX3,121,BUPRENORFINA CLORHIDRATO,CAJA CON 10 TABLETAS SUBLINGUAL 0.2 MG,0,0,-
30/12/2014,PEMEX3,122,BUTILHIOSCINA BROMURO DE,CAJA CON 10 GRAGEAS 10 MG,0,0,-
30/12/2014,PEMEX3,123,BUTILHIOSCINA BROMURO DE,FRASCO SOLUCION GOTAS 15 ML 10 MG,0,0,-
30/12/2014,PEMEX3,124,BUTILHIOSCINA BROMURO DE,CAJA CON 3 AMPULAS 20MG 1ML,0,0,-
30/12/2014,PEMEX3,125,BUTILHIOSCINA BROMURO DE,METAMIZOL CAJA CON 3 ÁMPULAS 5ML 20 MG/ 2.5 GR,0,0,-
30/12/2014,PEMEX3,126,BUTILHIOSCINA BROMURO DE,PARACETAMOL CAJA CON 20 TABLETAS O COMPRIMIDOS O GRAGEAS 10/500 MG,0,0,-
30/12/2014,PEMEX3,127,CABERGOLINA,CAJA CON 8 TABLETAS 0.5 MG,0,0,-
30/12/2014,PEMEX3,128,CALCIPOTRIOL ,BETAMETASONA TUBO GEL 30GR 5MG/50MG 100G,0,0,-
30/12/2014,PEMEX3,129,CALCITRIOL,TUBO UNGÜENTO 30 G 0.3 MG/100 G,0,0,-
30/12/2014,PEMEX3,130,CALCITRIOL,CAJA CON 30 CAPSULAS 0.25 MCG,0,0,-
30/12/2014,PEMEX3,131,CANDERSARTAN CILEXETILO,CAJA CON 14 TABLETAS 16 MG,0,0,-
30/12/2014,PEMEX3,132,CANDERSARTAN CILEXITILO,HIDROCLOROTIAZIDA CAJA CON 28 TABLETAS 16 MG/12.5 MG,0,0,-
30/12/2014,PEMEX3,133,CAPECITABINE,CAJA CON 120 GRAGEAS 500MG,0,0,-
30/12/2014,PEMEX3,134,CAPTOPRIL,CAJA CON 30 TABLETAS 25 MG,0,0,-
30/12/2014,PEMEX3,135,CARBAMAZEPINA,FRASCO SUSPENSION 120 ML 100 MG/5 ML,0,0,-
30/12/2014,PEMEX3,136,CARBAMAZEPINA,CAJA CON 20 GRAGEAS 400 MG,0,0,-
30/12/2014,PEMEX3,137,CARBAMAZEPINA,CAJA CON 30 GRAGEAS 200 MG,0,0,-
30/12/2014,PEMEX3,138,CARBAMAZEPINA,CAJA CON 20 COMPRIMIDOS 200 MG,0,0,-
30/12/2014,PEMEX3,139,CARBAMAZEPINA,CAJA CON 10 COMPRIMIDOS 400 MG,0,0,-
30/12/2014,PEMEX3,140,CARBAMIDA,FRASCO CREMA 100 G 20 G / 100 G,0,0,-
30/12/2014,PEMEX3,141,CARBONATO CALCIO,COLECALCIFEROL FRASCO 60 TABLETAS 600 MG/400 UI,0,0,-
30/12/2014,PEMEX3,142,CEFACLOR MONOHIDRATO,FRASCO SUSPENSION 75 ML 250 MG,0,0,-
30/12/2014,PEMEX3,143,CEFACLOR MONOHIDRATO,CAJA CON 15 CAPSULAS 500 MG,0,0,-
30/12/2014,PEMEX3,144,CEFACLOR MONOHIDRATO,FRASCO SUSPENSION 75 ML 125 MG,0,0,-
30/12/2014,PEMEX3,145,CEFALEXINA MONOHIDRATO DE,CAJA CON 20 TABLETAS O CAPSULAS 500 MG,0,0,-
30/12/2014,PEMEX3,146,CEFALEXINA MONOHIDRATO DE,FRASCO SUSPENSION 100 ML 250 MG/5 ML,0,0,-
30/12/2014,PEMEX3,147,CEFALEXINA MONOHIDRATO DE,FRASCO SUSPENSION 125MG/5ML 90 ML,0,0,-
30/12/2014,PEMEX3,148,CEFIXIMA TRIHIDRATADA,FRASCO SUSPENSION 100 MG/5 ML 100 ML,0,0,-
30/12/2014,PEMEX3,149,CEFIXIMA TRIHIDRATADA,CAJA CON 6 CAPSULAS 400 MG,0,0,-
30/12/2014,PEMEX3,150,CEFOTAXIMA SODICA C,LIDOCAINA CAJA CON FRASCO AMPULA IM 1 G DILUYENTE 40 MG/4 ML,0,0,-
30/12/2014,PEMEX3,151,CEFTAZIDIMA PENTAHIDRATO,FRASCO AMPULA 1G 3ML,0,0,-
30/12/2014,PEMEX3,152,CEFTRIAXONA DISODICA C,LIDOCAINA CAJA CON 1 FRASCO AMPULA IM 1 G DISOLVENTE >= 3.5 ML,0,0,-
30/12/2014,PEMEX3,153,CEFUROXIMA ACETIL,CAJA CON 10 TABLETAS 500 MG,0,0,-
30/12/2014,PEMEX3,154,CEFUROXIMA ACETIL,FRASCO SUSPENSION 50 ML 125 MG,0,0,-
30/12/2014,PEMEX3,155,CEFUROXIMA ACETIL,FRASCO SUSPENSION 50 ML 250 MG,0,0,-
30/12/2014,PEMEX3,156,CEFUROXIMA SODICA,FRASCO AMPULA 750 MG,0,0,-
30/12/2014,PEMEX3,157,CELECOXIB,CAJA CON 10 CAPSULAS 200 MG,0,0,-
30/12/2014,PEMEX3,158,CENTELLA ASIATICA ,METRONIDAZOL NITROFURANTOINA(NITROFURAL) CAJA CON 12 OVULOS 15/300/6 MG,0,0,-
30/12/2014,PEMEX3,159,CETIRIZINA,FRASCO SOLUCION 50 ML 100 MG,0,0,-
30/12/2014,PEMEX3,160,CETIRIZINA,CAJA CON 10 TABLETAS 10 MG,0,0,-
30/12/2014,PEMEX3,161,CIANOCOBALAMINA,TIAMINA LIDOCAINA CLORHIDRATO CAJA CON FRASCO AMPULA 10 ML 5000 MCG /100 MG / 1 MG /1 ML 50000 UI/ 5 JERINGAS 3 ML,0,0,-
30/12/2014,PEMEX3,162,CICLESONIDA,FRASCO SUSPENSION ATOMIZADOR 12.5 G / 120 DOSIS (50 MCG / DOSIS),0,0,-
30/12/2014,PEMEX3,163,CICLESONIDA,FRASCO PRESURISADO (1.69 MG) 60 DOSIS (100 MCG),0,0,-
30/12/2014,PEMEX3,164,CICLESONIDA,FRASCO PRESURISADO (3.37 MG) 60 DOSIS (200 MCG),0,0,-
30/12/2014,PEMEX3,165,CICLOFOSFAMIDA,CAJA CON 50 GRAGEAS 50 MG,0,0,-
30/12/2014,PEMEX3,166,CICLOPENTOLATO,FRASCO SOLUCION GOTAS OFTALMICAS 5 ML 1%,0,0,-
30/12/2014,PEMEX3,167,CICLOPIROX,FRASCO SOLUCION 3 ML 8%,0,0,-
30/12/2014,PEMEX3,168,CICLOSPORINA,CAJA CON 50 CAPSULAS 100 MG,0,0,-
30/12/2014,PEMEX3,169,CICLOSPORINA A,FRASCO SOLUCION GOTERO 5 ML 1.0 MG/ML,0,0,-
30/12/2014,PEMEX3,170,CICLOSPORINA EN MICROEMULSION,FRASCO DE 50 ML EMULSION 100 MG/ML,0,0,-
30/12/2014,PEMEX3,171,CINARIZINA,CAJA CON 60 TABLETAS 75 MG,0,0,-
30/12/2014,PEMEX3,172,CINITAPRIDA,BITARTRATO DE FRASCO SOLUCION 120 ML 1 MG/5 ML,0,0,-
30/12/2014,PEMEX3,173,CINITAPRIDA,TARTRATO ACIDO CAJA CON 25 COMPRIMIDOS 1MG,0,0,-
30/12/2014,PEMEX3,174,CIPROFLOXACINO,FRASCO SOLUCION OTICO 10 ML 3 MG/ML,0,0,-
30/12/2014,PEMEX3,175,CIPROFLOXACINO,FRASCO GOTERO SOLUCION OFTALMICA 3 MG/ML 5 ML,0,0,-
30/12/2014,PEMEX3,176,CIPROFLOXACINO,MONOHIDRATO CLORHIDRATO DE CAJA CON 8 COMPRIMIDOS 500 MG,0,0,-
30/12/2014,PEMEX3,177,CIPROTERONA,CAJA CON 20 TABLETAS 50 MG,0,0,-
30/12/2014,PEMEX3,178,CIPROTERONA,ETINILESTRADIOL CAJA CON 21 GRAGEAS 2 MG /0.035 MG,0,0,-
30/12/2014,PEMEX3,179,CITICOLINA,CAJA CON 20 COMPRIMIDOS DE 500 MG,0,0,-
30/12/2014,PEMEX3,180,CLINDAMICINA,FRASCO SOLUCION GRANULADO P/100 ML 75 MG/5 ML,0,0,-
30/12/2014,PEMEX3,181,CLINDAMICINA,TUBO CREMA 40 G 2%,0,0,-
30/12/2014,PEMEX3,182,CLINDAMICINA,CAJA CON AMPULA 2 ML 300 MG,0,0,-
30/12/2014,PEMEX3,183,CLINDAMICINA ,KETOCONAZOL CAJA 7 OVULOS 100/400 MG,0,0,-
30/12/2014,PEMEX3,184,CLINDAMICINA CLORHIDRATO,CAJA CON 16 CAPSULAS 300 MG,0,0,-
30/12/2014,PEMEX3,185,CLINDAMICINA FOSFATO,CAJA CON AMPULA 4 ML 600 MG,0,0,-
30/12/2014,PEMEX3,186,CLINDAMICINA FOSFATO DE,FRASCO SOLUCION TOPICA 30 ML 1 G / 100 ML,0,0,-
30/12/2014,PEMEX3,187,CLINDAMICINA FOSFATO DE,TUBO GEL 1G/100 G 30 GR,0,0,-
30/12/2014,PEMEX3,188,CLINDAMICINA,TERCONAZOL FLUOCINOLONA CAJA CON 3 OVULOS 100/80/0.5MG,0,0,-
30/12/2014,PEMEX3,189,CLIOQUINOL,TUBO 20 G CREMA 3 G / 100 G,0,0,-
30/12/2014,PEMEX3,190,CLIOQUINOL ,HIDROCORTISONA TUBO 20 G CREMA 3/1 G,0,0,-
30/12/2014,PEMEX3,191,CLOBAZAM,CAJA CON 30 COMPRIMIDOS 10 MG,0,0,-
30/12/2014,PEMEX3,192,CLOMIFENO CITRATO DE,CAJA CON 30 TABLETAS 50 MG,0,0,-
30/12/2014,PEMEX3,193,CLONAZEPAM,FRASCO SOLUCION GOTAS 10 ML 2.5 MG/ML,0,0,-
30/12/2014,PEMEX3,194,CLONAZEPAM,CAJA CON 30 COMPRIMIDOS 2 MG,0,0,-
30/12/2014,PEMEX3,195,CLONIDINA,CAJA CON 30 COMPRIMIDOS 0.100 MG,0,0,-
30/12/2014,PEMEX3,196,CLONIXINATO DE LISINA,CAJA CON 10 TABLETAS 250 MG,0,0,-
30/12/2014,PEMEX3,197,CLOPIDOGREL BISULFATO,CAJA CON 28 GRAGEAS O TABLETAS 75 MG,0,0,-
30/12/2014,PEMEX3,198,CLORANFENICOL,FRASCO SOLUCION GOTAS OFTALMICAS 15 ML 5 MG/ML,0,0,-
30/12/2014,PEMEX3,199,CLORAZEPATO DIPOTASICO,CAJA CON 30 CAPSULAS 5 MG,0,0,-
30/12/2014,PEMEX3,200,CLORFENAMINA,AMANTADINA PARACETAMOL CAJA CON 24 CAPSULAS 3/50/300 MG,0,0,-
30/12/2014,PEMEX3,201,CLORFENAMINA,AMANTADINA PARACETAMOL FRASCO JARABE 60 ML 0.020 G/0.500 G/3 G,0,0,-
30/12/2014,PEMEX3,202,CLORHEXIDINA DIGLUCONATO ,DEXPANTENOL ALANTOINA SACARINA SODICA FRASCO SOLUCION 250 ML 100 G,0,0,-
30/12/2014,PEMEX3,203,CLORHIDRATO DE DORZOLAMIDA EQUIVALENTE A DORZOLAMIDA ,MALEATO DE TIMOLOL EQUIVALENTE A TIMOLOL TARTRATO DE BRIMONIDINA FRASCO SOLUCION OFTALMICA GOTERO 5 ML 20 MG/5 MG/2 MG,0,0,-
