FECHA,CONTRATO,No. Concepto,Descripción detallada de los bienes                                                                (principio activo),Presentación                                                                                 (unidad de medida),MAXIMO,MINIMO,CLAVE GOB
2014-12-30,PEMEX1,74,ATORVASTATINA,CAJA CON 15 TABLETAS 80 MG,0,0,-
2014-12-30,PEMEX1,75,ATORVASTATINA CALCICA TRIHIDRATADA,CAJA CON 30 TABLETAS 20 MG,0,0,-
2014-12-30,PEMEX1,76,ATROPINA,FRASCO SOLUCION OFTALMICO 15 ML 1%,0,0,-
2014-12-30,PEMEX1,77,AZATIOPRINA,CAJA CON 25 TABLETAS 50 MG,0,0,-
2014-12-30,PEMEX1,78,AZITROMICINA DIHIDRATADA,FRASCO SUSPENSION 22.5 ML 900 MG,0,0,-
2014-12-30,PEMEX1,79,AZITROMICINA DIHIDRATADA,CAJA CON 3 TABLETAS 500 MG,0,0,-
2014-12-30,PEMEX1,80,AZITROMICINA DIHIDRATADA,FRASCO SOLUCION 15 ML 600 MG,0,0,-
2014-12-30,PEMEX1,81,BASILIXIMAB,CAJA 2 AMPULAS 5ML 20 MG,0,0,-
2014-12-30,PEMEX1,82,BENCIDAMINA CLORHIDRATO,FRASCO NEBULIZADOR 30 ML 0.15 G,0,0,-
2014-12-30,PEMEX1,83,BENCILPENICILINA BENZATINICA,"CAJA CON FRASCO AMPULA LIOFILIZADO 1,200,000 UI",0,0,-
2014-12-30,PEMEX1,84,BENCILPENICILINA BENZATINICA,"BENCILPENICILINA PROCAINICA BENCILPENICILINACRISTALINA CAJA CON FRASCO AMPULA 3 ML 600,000/300,000/300,000 UI",0,0,-
2014-12-30,PEMEX1,85,BENCILPENICILINA CLEMIZOL,"BENCILPENICILINA SODICA CRISTALINA FRASCO AMPULA 3 ML 800,000/200,000 U",0,0,-
2014-12-30,PEMEX1,86,BENCILPENICILINA CLEMIZOL,"BENCILPENICILINA SODICA CRISTALINA FRASCO AMPULA 2 ML 300,000/100,000 U",0,0,-
2014-12-30,PEMEX1,87,BENCILPENICILINA SODICA,"FRASCO AMPULA 1,000,000 UI DILUYENTE >= 2 ML",0,0,-
2014-12-30,PEMEX1,88,BENCILPENICILINA SODICA,"CAJA CON FRASCO AMPULA 5,000,000 UI DILUYENTE >= 8 ML",0,0,-
2014-12-30,PEMEX1,89,BENCILPENICILINA SODICA,"BENCILPENICILINA PROCAINICA CAJA CON FRASCO AMPULA 2 ML 100,000 / 300,000 UI",0,0,-
2014-12-30,PEMEX1,90,BENCILPENICILINA SODICA,"BENCILPENICILINA PROCAINICA CAJA CON FRASCO AMPULA 2 ML 200,000 / 600,000 UI",0,0,-
2014-12-30,PEMEX1,91,BENZONATATO,CAJA CON 20 CAPSULAS O PERLAS 100 MG,0,0,-
2014-12-30,PEMEX1,92,BETAHISTINA DICLORHIDRATO DE,CAJA CON 30 TABLETAS 24 MG,0,0,-
2014-12-30,PEMEX1,93,BETAMETASONA,FRASCO SOLUCION GOTAS 60 ML 0.5 MG/ML,0,0,-
2014-12-30,PEMEX1,94,BETAMETASONA ACETATO DE,BETAMETASONA FOSFATO SODICO CAJA CON 1 AMPULA 1 ML 2.71/3.0 MG,0,0,-
2014-12-30,PEMEX1,95,BETAMETASONA DIPROPIONATO DE,TUBO CREMA 30 G 50 MG / 100 G,0,0,-
2014-12-30,PEMEX1,96,BETAMETASONA DIPROPIONATO DE,BETAMETASONA FOSFATO SODICO CAJA CON 1 JERINGA 1 ML 5/2 MG,0,0,-
2014-12-30,PEMEX1,97,BETAMETASONA,LORATADINA CAJA CON 10 TABLETAS 0.25/5 MG,0,0,-
2014-12-30,PEMEX1,98,BETAMETASONA,LORATADINA FRASCO 60 ML JARABE PEDIATRICO 5/100 MG / 100 ML,0,0,-
2014-12-30,PEMEX1,99,BETAXOLOL CLORHIDRATO DE,FRASCO SUSPENSION GOTAS OFTALMICAS 5 ML 2.5 MG/ML,0,0,-
2014-12-30,PEMEX1,100,BEVACIZUMAB,FRASCO AMPULA 100 MG 4 ML,0,0,-
2014-12-30,PEMEX1,101,BEVACIZUMAB,FRASCO AMPULA 400MG 16 ML,0,0,-
2014-12-30,PEMEX1,102,BEZAFIBRATO,CAJA CON 10 COMPRIMIDOS O TABLETAS LIBERACION PROLONGADA 400 MG,0,0,-
2014-12-30,PEMEX1,103,BEZAFIBRATO,CAJA CON 30 TABLETAS 200 MG,0,0,-
2014-12-30,PEMEX1,104,BICALUTAMIDA,CAJA CON 28 TABLETAS 50 MG,0,0,-
2014-12-30,PEMEX1,105,BIPERIDENO,CAJA CON 30 TABLETAS 2 MG,0,0,-
2014-12-30,PEMEX1,106,BISMUTO SUBSALICILATO,FRASCO SUSPENSION 118 ML 1750 MG/100 ML,0,0,-
2014-12-30,PEMEX1,107,BRIMONIDINA TARTRATO DE,FRASCO SOLUCION 5 ML 0.2 %,0,0,-
2014-12-30,PEMEX1,108,BROMAZEPAM,CAJA CON 30 COMPRIMIDOS 6 MG,0,0,-
2014-12-30,PEMEX1,109,BROMAZEPAM,CAJA CON 30 COMPRIMIDOS 3 MG,0,0,-
2014-12-30,PEMEX1,110,BROMHEXINA CLORHIDRATO DE,FRASCO SOLUCION 100 ML 80 MG,0,0,-
2014-12-30,PEMEX1,111,BROMHEXINA CLORHIDRATO DE,FRASCO SOLUCION 100 ML 160 MG,0,0,-
2014-12-30,PEMEX1,112,BROMHIDRATO CITALOPRAM,CAJA CON 28 TABLETAS 20 MG,0,0,-
2014-12-30,PEMEX1,113,BROMOCRIPTINA MESILATO DE,CAJA CON 14 COMPRIMIDOS 2.5 MG,0,0,-
2014-12-30,PEMEX1,114,BROMURO DE IPRATROPIO MONOHIDRATADO EQUIVALENTE A DE BROMURO DE IPRATROPIO ,SULFATO DE SALBUTAMOL EQUIVALENTE A DE SALBUTAMOL CARTUCHO CON DISPOSITIVO INHALADOR 1.68 MG/8.77 MG/1 ML 4.5 ML 120 DOSIS,0,0,-
2014-12-30,PEMEX1,115,BUDESONIDA,FRASCO SUSPENSION PULVERIZADOR NASAL 120 DOSIS 1.28 MG (64 MCG / DOSIS) 6 ML.,0,0,-
2014-12-30,PEMEX1,116,BUDESONIDA,FRASCO PRESURIZADO AEROSOL 200 DOSIS 100 MCG/DOSIS,0,0,-
2014-12-30,PEMEX1,117,BUDESONIDA,CAJA CON 5 FRASCOS AMPULAS 2 ML SUSPENSION P/ NEBULIZAR 0.250 MG/ML,0,0,-
2014-12-30,PEMEX1,118,BUDESONIDA MICRONISADA,FORMOTEROL FUMARATO INHALADOR TURBUHALER 60 DOSIS 160MCG/4.5 MCG/DOSIS,0,0,-
2014-12-30,PEMEX1,119,BUDESONIDA MICRONIZADA ,FORMOTEROL FUMARATO FRASCO INHALADOR TURBUHALER 60 DOSIS 320/9 MCG/DOSIS,0,0,-
2014-12-30,PEMEX1,120,BUMETANIDA,CAJA CON 20 COMPRIMIDOS 1 MG,0,0,-
2014-12-30,PEMEX1,121,BUPRENORFINA CLORHIDRATO,CAJA CON 10 TABLETAS SUBLINGUAL 0.2 MG,0,0,-
2014-12-30,PEMEX1,122,BUTILHIOSCINA BROMURO DE,CAJA CON 10 GRAGEAS 10 MG,0,0,-
2014-12-30,PEMEX1,123,BUTILHIOSCINA BROMURO DE,FRASCO SOLUCION GOTAS 15 ML 10 MG,0,0,-
2014-12-30,PEMEX1,124,BUTILHIOSCINA BROMURO DE,CAJA CON 3 AMPULAS 20MG 1ML,0,0,-
2014-12-30,PEMEX1,125,BUTILHIOSCINA BROMURO DE,METAMIZOL CAJA CON 3 ÁMPULAS 5ML 20 MG/ 2.5 GR,0,0,-
2014-12-30,PEMEX1,126,BUTILHIOSCINA BROMURO DE,PARACETAMOL CAJA CON 20 TABLETAS O COMPRIMIDOS O GRAGEAS 10/500 MG,0,0,-
2014-12-30,PEMEX1,127,CABERGOLINA,CAJA CON 8 TABLETAS 0.5 MG,0,0,-
2014-12-30,PEMEX1,128,CALCIPOTRIOL ,BETAMETASONA TUBO GEL 30GR 5MG/50MG 100G,0,0,-
2014-12-30,PEMEX1,129,CALCITRIOL,TUBO UNGÜENTO 30 G 0.3 MG/100 G,0,0,-
2014-12-30,PEMEX1,130,CALCITRIOL,CAJA CON 30 CAPSULAS 0.25 MCG,0,0,-
2014-12-30,PEMEX1,131,CANDERSARTAN CILEXETILO,CAJA CON 14 TABLETAS 16 MG,0,0,-
2014-12-30,PEMEX1,132,CANDERSARTAN CILEXITILO,HIDROCLOROTIAZIDA CAJA CON 28 TABLETAS 16 MG/12.5 MG,0,0,-
2014-12-30,PEMEX1,133,CAPECITABINE,CAJA CON 120 GRAGEAS 500MG,0,0,-
2014-12-30,PEMEX1,134,CAPTOPRIL,CAJA CON 30 TABLETAS 25 MG,0,0,-
2014-12-30,PEMEX1,135,CARBAMAZEPINA,FRASCO SUSPENSION 120 ML 100 MG/5 ML,0,0,-
2014-12-30,PEMEX1,136,CARBAMAZEPINA,CAJA CON 20 GRAGEAS 400 MG,0,0,-
2014-12-30,PEMEX1,137,CARBAMAZEPINA,CAJA CON 30 GRAGEAS 200 MG,0,0,-
2014-12-30,PEMEX1,138,CARBAMAZEPINA,CAJA CON 20 COMPRIMIDOS 200 MG,0,0,-
2014-12-30,PEMEX1,139,CARBAMAZEPINA,CAJA CON 10 COMPRIMIDOS 400 MG,0,0,-
2014-12-30,PEMEX1,140,CARBAMIDA,FRASCO CREMA 100 G 20 G / 100 G,0,0,-
2014-12-30,PEMEX1,141,CARBONATO CALCIO,COLECALCIFEROL FRASCO 60 TABLETAS 600 MG/400 UI,0,0,-
2014-12-30,PEMEX1,142,CEFACLOR MONOHIDRATO,FRASCO SUSPENSION 75 ML 250 MG,0,0,-
2014-12-30,PEMEX1,143,CEFACLOR MONOHIDRATO,CAJA CON 15 CAPSULAS 500 MG,0,0,-
2014-12-30,PEMEX1,144,CEFACLOR MONOHIDRATO,FRASCO SUSPENSION 75 ML 125 MG,0,0,-
2014-12-30,PEMEX1,145,CEFALEXINA MONOHIDRATO DE,CAJA CON 20 TABLETAS O CAPSULAS 500 MG,0,0,-
2014-12-30,PEMEX1,146,CEFALEXINA MONOHIDRATO DE,FRASCO SUSPENSION 100 ML 250 MG/5 ML,0,0,-
2014-12-30,PEMEX1,147,CEFALEXINA MONOHIDRATO DE,FRASCO SUSPENSION 125MG/5ML 90 ML,0,0,-
2014-12-30,PEMEX1,148,CEFIXIMA TRIHIDRATADA,FRASCO SUSPENSION 100 MG/5 ML 100 ML,0,0,-
2014-12-30,PEMEX1,149,CEFIXIMA TRIHIDRATADA,CAJA CON 6 CAPSULAS 400 MG,0,0,-
2014-12-30,PEMEX1,150,CEFOTAXIMA SODICA C,LIDOCAINA CAJA CON FRASCO AMPULA IM 1 G DILUYENTE 40 MG/4 ML,0,0,-
2014-12-30,PEMEX1,151,CEFTAZIDIMA PENTAHIDRATO,FRASCO AMPULA 1G 3ML,0,0,-
2014-12-30,PEMEX1,152,CEFTRIAXONA DISODICA C,LIDOCAINA CAJA CON 1 FRASCO AMPULA IM 1 G DISOLVENTE >= 3.5 ML,0,0,-
2014-12-30,PEMEX1,153,CEFUROXIMA ACETIL,CAJA CON 10 TABLETAS 500 MG,0,0,-
2014-12-30,PEMEX1,154,CEFUROXIMA ACETIL,FRASCO SUSPENSION 50 ML 125 MG,0,0,-
2014-12-30,PEMEX1,155,CEFUROXIMA ACETIL,FRASCO SUSPENSION 50 ML 250 MG,0,0,-
2014-12-30,PEMEX1,156,CEFUROXIMA SODICA,FRASCO AMPULA 750 MG,0,0,-
2014-12-30,PEMEX1,157,CELECOXIB,CAJA CON 10 CAPSULAS 200 MG,0,0,-
2014-12-30,PEMEX1,158,CENTELLA ASIATICA ,METRONIDAZOL NITROFURANTOINA(NITROFURAL) CAJA CON 12 OVULOS 15/300/6 MG,0,0,-
2014-12-30,PEMEX1,159,CETIRIZINA,FRASCO SOLUCION 50 ML 100 MG,0,0,-
2014-12-30,PEMEX1,160,CETIRIZINA,CAJA CON 10 TABLETAS 10 MG,0,0,-
2014-12-30,PEMEX1,161,CIANOCOBALAMINA,"TIAMINA LIDOCAINA CLORHIDRATO CAJA CON FRASCO AMPULA 10 ML 5,000 MCG /100 MG / 1 MG /1 ML 50,000 UI/ 5 JERINGAS 3 ML",0,0,-
2014-12-30,PEMEX1,162,CICLESONIDA,FRASCO SUSPENSION ATOMIZADOR 12.5 G / 120 DOSIS (50 MCG / DOSIS),0,0,-
2014-12-30,PEMEX1,163,CICLESONIDA,FRASCO PRESURISADO (1.69 MG) 60 DOSIS (100 MCG),0,0,-
2014-12-30,PEMEX1,164,CICLESONIDA,FRASCO PRESURISADO (3.37 MG) 60 DOSIS (200 MCG),0,0,-
2014-12-30,PEMEX1,165,CICLOFOSFAMIDA,CAJA CON 50 GRAGEAS 50 MG,0,0,-
2014-12-30,PEMEX1,166,CICLOPENTOLATO,FRASCO SOLUCION GOTAS OFTALMICAS 5 ML 1%,0,0,-
2014-12-30,PEMEX1,167,CICLOPIROX,FRASCO SOLUCION 3 ML 8%,0,0,-
2014-12-30,PEMEX1,168,CICLOSPORINA,CAJA CON 50 CAPSULAS 100 MG,0,0,-
2014-12-30,PEMEX1,169,CICLOSPORINA A,FRASCO SOLUCION GOTERO 5 ML 1.0 MG/ML,0,0,-
2014-12-30,PEMEX1,170,CICLOSPORINA EN MICROEMULSION,FRASCO DE 50 ML EMULSION 100 MG/ML,0,0,-
2014-12-30,PEMEX1,171,CINARIZINA,CAJA CON 60 TABLETAS 75 MG,0,0,-
2014-12-30,PEMEX1,172,CINITAPRIDA,BITARTRATO DE FRASCO SOLUCION 120 ML 1 MG/5 ML,0,0,-
2014-12-30,PEMEX1,173,CINITAPRIDA,TARTRATO ACIDO CAJA CON 25 COMPRIMIDOS 1MG,0,0,-
2014-12-30,PEMEX1,174,CIPROFLOXACINO,FRASCO SOLUCION OTICO 10 ML 3 MG/ML,0,0,-
2014-12-30,PEMEX1,175,CIPROFLOXACINO,FRASCO GOTERO SOLUCION OFTALMICA 3 MG/ML 5 ML,0,0,-
2014-12-30,PEMEX1,176,CIPROFLOXACINO,MONOHIDRATO CLORHIDRATO DE CAJA CON 8 COMPRIMIDOS 500 MG,0,0,-
2014-12-30,PEMEX1,177,CIPROTERONA,CAJA CON 20 TABLETAS 50 MG,0,0,-
2014-12-30,PEMEX1,178,CIPROTERONA,ETINILESTRADIOL CAJA CON 21 GRAGEAS 2 MG /0.035 MG,0,0,-
2014-12-30,PEMEX1,179,CITICOLINA,CAJA CON 20 COMPRIMIDOS DE 500 MG,0,0,-
2014-12-30,PEMEX1,180,CLINDAMICINA,FRASCO SOLUCION GRANULADO P/100 ML 75 MG/5 ML,0,0,-
2014-12-30,PEMEX1,181,CLINDAMICINA,TUBO CREMA 40 G 2%,0,0,-
2014-12-30,PEMEX1,182,CLINDAMICINA,CAJA CON AMPULA 2 ML 300 MG,0,0,-
2014-12-30,PEMEX1,183,CLINDAMICINA ,KETOCONAZOL CAJA 7 OVULOS 100/400 MG,0,0,-
2014-12-30,PEMEX1,184,CLINDAMICINA CLORHIDRATO,CAJA CON 16 CAPSULAS 300 MG,0,0,-
2014-12-30,PEMEX1,185,CLINDAMICINA FOSFATO,CAJA CON AMPULA 4 ML 600 MG,0,0,-
2014-12-30,PEMEX1,186,CLINDAMICINA FOSFATO DE,FRASCO SOLUCION TOPICA 30 ML 1 G / 100 ML,0,0,-
2014-12-30,PEMEX1,187,CLINDAMICINA FOSFATO DE,TUBO GEL 1G/100 G 30 GR,0,0,-
2014-12-30,PEMEX1,188,CLINDAMICINA,TERCONAZOL FLUOCINOLONA CAJA CON 3 OVULOS 100/80/0.5MG,0,0,-
2014-12-30,PEMEX1,189,CLIOQUINOL,TUBO 20 G CREMA 3 G / 100 G,0,0,-
2014-12-30,PEMEX1,190,CLIOQUINOL ,HIDROCORTISONA TUBO 20 G CREMA 3/1 G,0,0,-
2014-12-30,PEMEX1,191,CLOBAZAM,CAJA CON 30 COMPRIMIDOS 10 MG,0,0,-
2014-12-30,PEMEX1,192,CLOMIFENO CITRATO DE,CAJA CON 30 TABLETAS 50 MG,0,0,-
2014-12-30,PEMEX1,193,CLONAZEPAM,FRASCO SOLUCION GOTAS 10 ML 2.5 MG/ML,0,0,-
2014-12-30,PEMEX1,194,CLONAZEPAM,CAJA CON 30 COMPRIMIDOS 2 MG,0,0,-
2014-12-30,PEMEX1,195,CLONIDINA,CAJA CON 30 COMPRIMIDOS 0.100 MG,0,0,-
2014-12-30,PEMEX1,196,CLONIXINATO DE LISINA,CAJA CON 10 TABLETAS 250 MG,0,0,-
2014-12-30,PEMEX1,197,CLOPIDOGREL BISULFATO,CAJA CON 28 GRAGEAS O TABLETAS 75 MG,0,0,-
2014-12-30,PEMEX1,198,CLORANFENICOL,FRASCO SOLUCION GOTAS OFTALMICAS 15 ML 5 MG/ML,0,0,-
2014-12-30,PEMEX1,199,CLORAZEPATO DIPOTASICO,CAJA CON 30 CAPSULAS 5 MG,0,0,-
2014-12-30,PEMEX1,200,CLORFENAMINA,AMANTADINA PARACETAMOL CAJA CON 24 CAPSULAS 3/50/300 MG,0,0,-
2014-12-30,PEMEX1,201,CLORFENAMINA,AMANTADINA PARACETAMOL FRASCO JARABE 60 ML 0.020 G/0.500 G/3 G,0,0,-
2014-12-30,PEMEX1,202,CLORHEXIDINA DIGLUCONATO ,DEXPANTENOL ALANTOINA SACARINA SODICA FRASCO SOLUCION 250 ML 100 G,0,0,-
2014-12-30,PEMEX1,203,CLORHIDRATO DE DORZOLAMIDA EQUIVALENTE A DORZOLAMIDA ,MALEATO DE TIMOLOL EQUIVALENTE A TIMOLOL TARTRATO DE BRIMONIDINA FRASCO SOLUCION OFTALMICA GOTERO 5 ML 20 MG/5 MG/2 MG,0,0,-
