Fecha de Operación,Fecha,Referencia,Descripcion,Cod. Transac,Sucursal,Depósitos,Retiros,Saldo,Movimiento,Descripción Detallada
03/02/2015,03/02/2015,0,DEP.EFECTIVO 92508079,0,3630,3225.50,,200139.16,5629,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 13801063,0,2102,2667.50,,202806.66,5630,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 92508012,0,3630,2827.50,,205634.16,5631,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 106414058,0,8014,1821.50,,207455.66,5632,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 131801014,0,2102,1267.50,,208723.16,5633,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 92508061,0,3630,5309.50,,214032.66,5634,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 106414066,0,8014,2679.91,,216712.57,5635,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 118701016,0,2314,1799.50,,218512.07,5636,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 118701057,0,2314,1410.00,,219922.07,5637,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 106414074,0,8014,2339.50,,222261.57,5638,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141301057,0,2102,824.50,,223086.07,5639,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 118701065,0,2314,2959.00,,226045.07,5640,
03/02/2015,03/02/2015,0,DEP.EFECTIVO,0,1424,5137.96,,231183.03,5641,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141301016,0,2102,197.50,,231380.53,5642,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 106414017,0,8014,1611.00,,232991.53,5643,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 118701073,0,2314,836.50,,233828.03,5644,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141301073,0,2102,286.00,,234114.03,5645,
03/02/2015,03/02/2015,200,TRASPASO A CUENTA PROPIA,790,8846,,"$214,032.66",20081.37,5646,"IVA:00000000.00 , A LA CUENTA 0136679699, 200 AL R.F.C. FTI9211036K2"
03/02/2015,03/02/2015,0,ANUL.DEP.EFECTIVO,501,1424,,"$5,137.96",14943.41,5647,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141301065,0,2102,330.80,,15274.21,5648,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 098301073,0,2314,5370.00,,20644.21,5649,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 116501065,0,1424,5137.96,,25782.17,5650,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 098301016,0,2314,1383.00,,27165.17,5651,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 116501016,0,1424,1294.50,,28459.67,5652,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 116501073,0,1424,1608.50,,30068.17,5653,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 098301065,0,2314,3771.00,,33839.17,5654,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 098301057,0,2314,3216.50,,37055.67,5655,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1209130619,0,1536,1527.00,,38582.67,5656,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1209130556,0,1536,989.50,,39572.17,5657,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1209130493,0,1536,813.00,,40385.17,5658,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1209130333,0,1536,966.00,,41351.17,5659,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 110501065,0,8014,1772.50,,43123.67,5660,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 110501057,0,8014,2045.00,,45168.67,5661,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 110501016,0,8014,1925.00,,47093.67,5662,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 041201065,0,2325,3579.00,,50672.67,5663,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 041201057,0,2325,2949.50,,53622.17,5664,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 041201016,0,2325,2614.50,,56236.67,5665,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 041201073,0,2325,847.50,,57084.17,5666,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 102914051,0,8015,961.50,,58045.67,5667,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 102914069,0,8015,987.36,,59033.03,5668,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 102914010,0,8015,856.50,,59889.53,5669,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 102914077,0,8015,1578.50,,61468.03,5670,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 124301014,0,1474,1387.50,,62855.53,5671,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 124301055,0,1474,2387.50,,65243.03,5672,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 124301063,0,1474,2800.00,,68043.03,5673,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 124301071,0,1474,1252.40,,69295.43,5674,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 133301070,0,2162,1398.50,,70693.93,5675,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 133301062,0,2162,922.00,,71615.93,5676,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 133301013,0,2162,1202.00,,72817.93,5677,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 133301054,0,2162,2709.50,,75527.43,5678,
03/02/2015,03/02/2015,0,ANUL.DEP.EFECTIVO 09830,501,2314,,"$3,771.00",71756.43,5679,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 098301065,0,2314,3124.50,,74880.93,5680,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 098301016,0,2314,2.00,,74882.93,5681,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 117513062,0,1508,4868.00,,79750.93,5682,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 117513070,0,1508,3440.00,,83190.93,5683,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 117513013,0,1508,1356.50,,84547.43,5684,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 102210054,0,8114,1451.50,,85998.93,5685,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 102210013,0,8114,1238.50,,87237.43,5686,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 102210070,0,8114,760.00,,87997.43,5687,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 102210062,0,8114,1421.00,,89418.43,5688,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1090100590,0,8114,3811.00,,93229.43,5689,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1090100653,0,8114,2633.70,,95863.13,5690,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1090100716,0,8114,1881.20,,97744.33,5691,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1090100144,0,8114,1239.20,,98983.53,5692,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 34602078,0,52,2016.50,,101000.03,5693,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 34602011,0,52,952.00,,101952.03,5694,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 34602060,0,52,1333.10,,103285.13,5695,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 34602052,0,52,2583.50,,105868.63,5696,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1291020161,0,3682,558.45,,106427.08,5697,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1291020384,0,3682,859.55,,107286.63,5698,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1291020161,0,3682,391.20,,107677.83,5699,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1291020224,0,3682,2112.10,,109789.93,5700,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1291020733,0,3682,924.10,,110714.03,5701,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1291020670,0,3682,569.40,,111283.43,5702,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1282030799,0,3190,1759.50,,113042.93,5703,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1291020447,0,3682,904.90,,113947.83,5704,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 121701059,0,831,686.00,,114633.83,5705,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1282030639,0,3190,1570.50,,116204.33,5706,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 121701075,0,831,1543.76,,117748.09,5707,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1291020510,0,3682,1017.80,,118765.89,5708,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 121701018,0,831,653.00,,119418.89,5709,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1282030576,0,3190,2036.00,,121454.89,5710,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1282030130,0,3190,3187.00,,124641.89,5711,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 119613035,0,7726,941.00,,125582.89,5712,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 119613043,0,7726,608.50,,126191.39,5713,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 119613050,0,7726,942.00,,127133.39,5714,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 119613068,0,7726,1724.30,,128857.69,5715,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 117101017,0,2162,469.50,,129327.19,5716,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 117101058,0,2162,3571.00,,132898.19,5717,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 117101066,0,2162,1356.50,,134254.69,5718,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 117101074,0,2162,1082.00,,135336.69,5719,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 119101016,0,2126,1104.00,,136440.69,5720,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 119101057,0,2126,2107.50,,138548.19,5721,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 119101073,0,2126,868.00,,139416.19,5722,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 119101065,0,2126,1235.50,,140651.69,5723,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 33402066,0,52,1522.19,,142173.88,5724,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 124601074,0,116,703.50,,142877.38,5725,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 33402074,0,52,2629.50,,145506.88,5726,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 098301065,0,463,400.00,,145906.88,5727,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 33402017,0,52,1179.00,,147085.88,5728,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 124601066,0,116,2277.50,,149363.38,5729,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 33402058,0,52,1995.00,,151358.38,5730,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 124601058,0,116,3265.50,,154623.88,5731,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 33402074,0,52,20.00,,154643.88,5732,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 0124601074,0,116,936.50,,155580.38,5733,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141001050,0,2009,2628.00,,158208.38,5734,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141001068,0,2009,1828.50,,160036.88,5735,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141001076,0,2009,1353.50,,161390.38,5736,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141001019,0,2009,1065.50,,162455.88,5737,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1114130550,0,1974,1821.50,,164277.38,5738,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1114130104,0,1974,1684.50,,165961.88,5739,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1114130613,0,1974,2543.50,,168505.38,5740,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1114130773,0,1974,2313.80,,170819.18,5741,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1114130487,0,1974,1695.00,,172514.18,5742,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 137001056,0,451,922.10,,173436.28,5743,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 137001064,0,451,917.70,,174353.98,5744,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 98001061,0,1477,1909.50,,176263.48,5745,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 98001079,0,1477,719.50,,176982.98,5746,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 98001046,0,1477,1440.50,,178423.48,5747,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 98001053,0,1477,1987.00,,180410.48,5748,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 98001038,0,1477,1766.50,,182176.98,5749,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 98001020,0,1477,2008.00,,184184.98,5750,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 119301065,0,1508,844.50,,185029.48,5751,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 119301057,0,1508,1441.50,,186470.98,5752,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 123601018,0,2306,397.50,,186868.48,5753,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 123601059,0,2306,1253.50,,188121.98,5754,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 115901053,0,8013,1591.00,,189712.98,5755,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 123601067,0,2306,1770.50,,191483.48,5756,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 115901061,0,8013,1537.50,,193020.98,5757,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 123601075,0,2306,1258.00,,194278.98,5758,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 115901012,0,8013,3196.50,,197475.48,5759,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1332201031,0,2183,0.10,,197475.58,5760,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 100101065,0,2326,1163.70,,198639.28,5761,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 133201049,0,2183,67.50,,198706.78,5762,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 100101057,0,2326,2045.50,,200752.28,5763,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 133201072,0,2183,734.00,,201486.28,5764,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 100101016,0,2326,1576.00,,203062.28,5765,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 133201064,0,2183,532.00,,203594.28,5766,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 100101073,0,2326,2795.50,,206389.78,5767,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 133201056,0,2183,2213.00,,208602.78,5768,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 133201015,0,2183,541.00,,209143.78,5769,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1000300663,0,2552,2273.59,,211417.37,5770,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 126301049,0,464,2334.00,,213751.37,5771,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 126301057,0,464,3258.50,,217009.87,5772,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 150401016,0,2043,1030.00,,218039.87,5773,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 126301016,0,464,1081.00,,219120.87,5774,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1000300154,0,2552,1544.50,,220665.37,5775,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 150401065,0,2043,2703.00,,223368.37,5776,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1000300726,0,2552,1554.50,,224922.87,5777,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 126301073,0,464,2379.00,,227301.87,5778,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 150401073,0,2043,1026.50,,228328.37,5779,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1000300503,0,2552,2201.50,,230529.87,5780,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 126301065,0,464,2829.00,,233358.87,5781,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 094301073,0,1938,1338.00,,234696.87,5782,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 150401057,0,2043,3741.50,,238438.37,5783,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 094301057,0,1938,1980.00,,240418.37,5784,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 094301065,0,1938,2096.50,,242514.87,5785,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 094301016,0,1938,1046.50,,243561.37,5786,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 107701057,0,2162,1879.50,,245440.87,5787,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 107701065,0,2162,1413.70,,246854.57,5788,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 104727011,0,3705,1404.50,,248259.07,5789,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 107701073,0,2162,1417.50,,249676.57,5790,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 107701016,0,2162,1576.50,,251253.07,5791,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 104727060,0,3705,1945.50,,253198.57,5792,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 104727078,0,3705,811.00,,254009.57,5793,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 96901015,0,2043,1131.00,,255140.57,5794,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 104727052,0,3705,1178.00,,256318.57,5795,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 96901072,0,2043,3032.00,,259350.57,5796,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1145300521,0,2552,1251.00,,260601.57,5797,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 131013065,0,1508,1506.00,,262107.57,5798,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 96901064,0,2043,3133.50,,265241.07,5799,
03/02/2015,03/02/2015,0,DEP.EFECTIVO,0,2552,2069.00,,267310.07,5800,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 96901056,0,2043,2231.50,,269541.57,5801,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 131013057,0,1508,1878.00,,271419.57,5802,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 35102011,0,52,1496.00,,272915.57,5803,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 35102078,0,52,1895.00,,274810.57,5804,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 131013040,0,1508,1718.50,,276529.07,5805,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1145300681,0,2552,2462.46,,278991.53,5806,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 111024066,0,2605,2741.50,,281733.03,5807,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 111024017,0,2605,981.00,,282714.03,5808,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1145300172,0,2552,885.50,,283599.53,5809,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 35102052,0,52,2162.00,,285761.53,5810,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 111024074,0,2605,1282.50,,287044.03,5811,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 35102060,0,52,2320.93,,289364.96,5812,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 91402068,0,727,1364.40,,290729.36,5813,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 91402019,0,727,795.50,,291524.86,5814,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 093001065,0,691,4148.00,,295672.86,5815,
03/02/2015,03/02/2015,0,ANUL.DEP.EFECTIVO,501,2552,,"$2,069.00",293603.86,5816,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 093001057,0,691,1699.50,,295303.36,5817,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 1145300744,0,2552,2069.00,,297372.36,5818,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 91402050,0,727,1741.20,,299113.56,5819,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 093001073,0,691,1834.00,,300947.56,5820,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 91402076,0,727,2533.00,,303480.56,5821,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 093001016,0,691,1413.50,,304894.06,5822,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 120501016,0,2382,1616.00,,306510.06,5823,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 121201050,0,275,1207.00,,307717.06,5824,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 121201068,0,275,1126.40,,308843.46,5825,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 120501057,0,2382,2104.00,,310947.46,5826,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 099301073,0,2382,669.00,,311616.46,5827,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 121201076,0,275,663.00,,312279.46,5828,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 099301065,0,2382,1596.50,,313875.96,5829,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 120501065,0,2382,2276.00,,316151.96,5830,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 121201019,0,275,571.00,,316722.96,5831,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 120501073,0,2382,1811.00,,318533.96,5832,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 122701065,0,2382,1184.50,,319718.46,5833,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 13160106,0,117,2946.50,,322664.96,5834,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 13160101,0,117,1020.50,,323685.46,5835,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 95401016,0,295,939.00,,324624.46,5836,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 13160107,0,117,2766.00,,327390.46,5837,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 095401065,0,295,1516.50,,328906.96,5838,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 95401057,0,295,2482.00,,331388.96,5839,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 13160105,0,117,2177.50,,333566.46,5840,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 095401073,0,295,908.50,,334474.96,5841,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 099301057,0,2382,934.50,,335409.46,5842,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 122701073,0,2382,598.00,,336007.46,5843,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 099301016,0,2382,1256.50,,337263.96,5844,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 122701016,0,2382,553.50,,337817.46,5845,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 96824050,0,1490,2646.50,,340463.96,5846,
03/02/2015,03/02/2015,0,DEP.EFECTIVO,0,188,2326.50,,342790.46,5847,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 129201013,0,295,1521.50,,344311.96,5848,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 122701057,0,2382,1104.50,,345416.46,5849,
03/02/2015,03/02/2015,0,DEP.EFECTIVO,0,1490,2481.60,,347898.06,5850,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 99401051,0,2162,1263.00,,349161.06,5851,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 129201016,0,295,883.50,,350044.56,5852,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 96824076,0,1490,1151.06,,351195.62,5853,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 99401077,0,2162,1916.50,,353112.12,5854,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 129201015,0,295,1523.80,,354635.92,5855,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 96824019,0,1490,1300.00,,355935.92,5856,
03/02/2015,03/02/2015,0,ANUL.DEP.EFECTIVO,501,188,,"$2,326.50",353609.42,5857,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 129201017,0,295,1806.00,,355415.42,5858,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 99401069,0,2162,2275.50,,357690.92,5859,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 99401010,0,2162,827.50,,358518.42,5860,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141601057,0,2162,905.50,,359423.92,5861,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141601065,0,2162,916.50,,360340.42,5862,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 108204069,0,188,2326.50,,362666.92,5863,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141601073,0,2162,469.50,,363136.42,5864,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 108204077,0,188,1080.50,,364216.92,5865,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 141601016,0,2162,576.50,,364793.42,5866,
03/02/2015,03/02/2015,0,DEP.EFECTIVO 108204010,0,188,689.50,,365482.92,5867,
03/02/2015,03/02/2015,0,ANUL.DEP.EFECTIVO 96824,501,1490,,"$1,151.06",364331.86,5868,
