202|POLANCO             |75001858|PALMOLIVE BRILLANTINA LIQ 199ML|0.00|1.00|000000023.11|23.1100                                                                                                                                                                                                                                                                                                                                                                                                                    
504|OBREG 01            |75001858|PALMOLIVE BRILLANTINA LIQ 199ML|0.00|1.00|000000023.11|23.1100                                                                                                                                                                                                                                                                                                                                                                                                                    
107|PORTALES            |75001865|PALMOLIVE BRILLANTINA LIQ 115ML|1.00|1.00|000000016.16|16.1600                                                                                                                                                                                                                                                                                                                                                                                                                    
202|POLANCO             |75001865|PALMOLIVE BRILLANTINA LIQ 115ML|0.00|1.00|000000016.16|16.1600                                                                                                                                                                                                                                                                                                                                                                                                                    
501|TIJUANA 01          |75001865|PALMOLIVE BRILLANTINA LIQ 115ML|0.00|1.00|000000016.16|16.1600                                                                                                                                                                                                                                                                                                                                                                                                                    
202|POLANCO             |75001872|PALMOLIVE BRILLANTINA LIQ 52ML|0.00|1.00|000000009.59|9.5900                                                                                                                                                                                                                                                                                                                                                                                                                      
114|PURISIMA            |75004088|PODOFILIA No 2 SOL 5ML|1.00|1.00|000000105.85|105.8500                                                                                                                                                                                                                                                                                                                                                                                                                            
504|OBREG 01            |75004088|PODOFILIA No 2 SOL 5ML|0.00|1.00|000000105.85|105.8500                                                                                                                                                                                                                                                                                                                                                                                                                            
806|LA PAZ 1            |75004088|PODOFILIA No 2 SOL 5ML|0.00|1.00|000000105.85|105.8500                                                                                                                                                                                                                                                                                                                                                                                                                            
105|CINCO DE MAYO       |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
106|TLALNEPANTLA        |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
107|PORTALES            |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
108|SAN COSME           |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
114|PURISIMA            |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
116|TLAHUAC             |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
129|NORMAL              |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
202|POLANCO             |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
504|OBREG 01            |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
105|CINCO DE MAYO       |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
106|TLALNEPANTLA        |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
107|PORTALES            |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
108|SAN COSME           |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
114|PURISIMA            |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
116|TLAHUAC             |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
129|NORMAL              |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
501|TIJUANA 01          |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
504|OBREG 01            |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
107|PORTALES            |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|0.00|1.00|000000007.64|7.6400                                                                                                                                                                                                                                                                                                                                                                                                                    
108|SAN COSME           |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|0.00|1.00|000000007.64|7.6400                                                                                                                                                                                                                                                                                                                                                                                                                    
116|TLAHUAC             |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|0.00|1.00|000000007.64|7.6400                                                                                                                                                                                                                                                                                                                                                                                                                    
501|TIJUANA 01          |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|0.00|1.00|000000007.64|7.6400                                                                                                                                                                                                                                                                                                                                                                                                                    
105|CINCO DE MAYO       |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
106|TLALNEPANTLA        |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
107|PORTALES            |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
108|SAN COSME           |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
114|PURISIMA            |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
116|TLAHUAC             |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
129|NORMAL              |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
202|POLANCO             |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
501|TIJUANA 01          |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
504|OBREG 01            |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
806|LA PAZ 1            |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
105|CINCO DE MAYO       |8400000026|ACETA DIAZOL 250MG TAB 30|0.00|1.00|000000178.03|178.0300                                                                                                                                                                                                                                                                                                                                                                                                                       
107|PORTALES            |8400000026|ACETA DIAZOL 250MG TAB 30|0.00|1.00|000000178.03|178.0300                                                                                                                                                                                                                                                                                                                                                                                                                       
108|SAN COSME           |8400000026|ACETA DIAZOL 250MG TAB 30|0.00|1.00|000000178.03|178.0300                                                                                                                                                                                                                                                                                                                                                                                                                       
114|PURISIMA            |8400000026|ACETA DIAZOL 250MG TAB 30|0.00|1.00|000000178.03|178.0300                                                                                                                                                                                                                                                                                                                                                                                                                       
116|TLAHUAC             |8400000026|ACETA DIAZOL 250MG TAB 30|0.00|1.00|000000178.03|178.0300                                                                                                                                                                                                                                                                                                                                                                                                                       
129|NORMAL              |8400000026|ACETA DIAZOL 250MG TAB 30|0.00|1.00|000000178.03|178.0300                                                                                                                                                                                                                                                                                                                                                                                                                       
202|POLANCO             |8400000026|ACETA DIAZOL 250MG TAB 30|0.00|1.00|000000178.03|178.0300                                                                                                                                                                                                                                                                                                                                                                                                                       
501|TIJUANA 01          |8400000026|ACETA DIAZOL 250MG TAB 30|0.00|1.00|000000178.03|178.0300                                                                                                                                                                                                                                                                                                                                                                                                                       
504|OBREG 01            |8400000026|ACETA DIAZOL 250MG TAB 30|0.00|1.00|000000178.03|178.0300                                                                                                                                                                                                                                                                                                                                                                                                                       
806|LA PAZ 1            |8400000026|ACETA DIAZOL 250MG TAB 30|0.00|1.00|000000178.03|178.0300                                                                                                                                                                                                                                                                                                                                                                                                                       
105|CINCO DE MAYO       |8400000347|LEVODEXAN SOL 10ML|0.00|1.00|000000185.19|185.1900                                                                                                                                                                                                                                                                                                                                                                                                                              
106|TLALNEPANTLA        |8400000347|LEVODEXAN SOL 10ML|0.00|1.00|000000185.19|185.1900                                                                                                                                                                                                                                                                                                                                                                                                                              
107|PORTALES            |8400000347|LEVODEXAN SOL 10ML|0.00|1.00|000000185.19|185.1900                                                                                                                                                                                                                                                                                                                                                                                                                              
108|SAN COSME           |8400000347|LEVODEXAN SOL 10ML|0.00|1.00|000000185.19|185.1900                                                                                                                                                                                                                                                                                                                                                                                                                              
114|PURISIMA            |8400000347|LEVODEXAN SOL 10ML|0.00|1.00|000000185.19|185.1900                                                                                                                                                                                                                                                                                                                                                                                                                              
116|TLAHUAC             |8400000347|LEVODEXAN SOL 10ML|0.00|1.00|000000185.19|185.1900                                                                                                                                                                                                                                                                                                                                                                                                                              
129|NORMAL              |8400000347|LEVODEXAN SOL 10ML|0.00|1.00|000000185.19|185.1900                                                                                                                                                                                                                                                                                                                                                                                                                              
202|POLANCO             |8400000347|LEVODEXAN SOL 10ML|0.00|1.00|000000185.19|185.1900                                                                                                                                                                                                                                                                                                                                                                                                                              
501|TIJUANA 01          |8400000347|LEVODEXAN SOL 10ML|0.00|1.00|000000185.19|185.1900                                                                                                                                                                                                                                                                                                                                                                                                                              
504|OBREG 01            |8400000347|LEVODEXAN SOL 10ML|0.00|1.00|000000185.19|185.1900                                                                                                                                                                                                                                                                                                                                                                                                                              
806|LA PAZ 1            |8400000347|LEVODEXAN SOL 10ML|0.00|1.00|000000185.19|185.1900                                                                                                                                                                                                                                                                                                                                                                                                                              
105|CINCO DE MAYO       |8400000354|LEVOFENIL SOL 5ML|0.00|1.00|000000199.48|199.4800                                                                                                                                                                                                                                                                                                                                                                                                                               
107|PORTALES            |8400000354|LEVOFENIL SOL 5ML|0.00|1.00|000000199.48|199.4800                                                                                                                                                                                                                                                                                                                                                                                                                               
108|SAN COSME           |8400000354|LEVOFENIL SOL 5ML|0.00|1.00|000000199.48|199.4800                                                                                                                                                                                                                                                                                                                                                                                                                               
114|PURISIMA            |8400000354|LEVOFENIL SOL 5ML|0.00|1.00|000000199.48|199.4800                                                                                                                                                                                                                                                                                                                                                                                                                               
129|NORMAL              |8400000354|LEVOFENIL SOL 5ML|0.00|1.00|000000199.48|199.4800                                                                                                                                                                                                                                                                                                                                                                                                                               
202|POLANCO             |8400000354|LEVOFENIL SOL 5ML|0.00|1.00|000000199.48|199.4800                                                                                                                                                                                                                                                                                                                                                                                                                               
501|TIJUANA 01          |8400000354|LEVOFENIL SOL 5ML|0.00|1.00|000000199.48|199.4800                                                                                                                                                                                                                                                                                                                                                                                                                               
504|OBREG 01            |8400000354|LEVOFENIL SOL 5ML|0.00|1.00|000000199.48|199.4800                                                                                                                                                                                                                                                                                                                                                                                                                               
806|LA PAZ 1            |8400000354|LEVOFENIL SOL 5ML|0.00|1.00|000000199.48|199.4800                                                                                                                                                                                                                                                                                                                                                                                                                               
105|CINCO DE MAYO       |8400000460|PREMID SUS 10ML|0.00|1.00|000000173.59|173.5900                                                                                                                                                                                                                                                                                                                                                                                                                                 
106|TLALNEPANTLA        |8400000460|PREMID SUS 10ML|0.00|1.00|000000173.59|173.5900                                                                                                                                                                                                                                                                                                                                                                                                                                 
107|PORTALES            |8400000460|PREMID SUS 10ML|0.00|1.00|000000173.59|173.5900                                                                                                                                                                                                                                                                                                                                                                                                                                 
108|SAN COSME           |8400000460|PREMID SUS 10ML|0.00|1.00|000000173.59|173.5900                                                                                                                                                                                                                                                                                                                                                                                                                                 
114|PURISIMA            |8400000460|PREMID SUS 10ML|0.00|1.00|000000173.59|173.5900                                                                                                                                                                                                                                                                                                                                                                                                                                 
116|TLAHUAC             |8400000460|PREMID SUS 10ML|0.00|1.00|000000173.59|173.5900                                                                                                                                                                                                                                                                                                                                                                                                                                 
