103|d.cuenta|MADERO              |7501041941848|TEMPRA 100MG GOT 30ML|3.00|3.00|000000064.23|192.6900                                                                                                                                                                                                                                                                                                                                                                                                               
103|d.cuenta|MADERO              |7501050606288|BIOMETRIX CAP 30|1.00|1.00|000000074.25|74.2500                                                                                                                                                                                                                                                                                                                                                                                                                     
103|d.cuenta|MADERO              |7501050611404|DIPROSONE G CRE 30G|1.00|1.00|000000166.60|166.6000                                                                                                                                                                                                                                                                                                                                                                                                                 
103|d.cuenta|MADERO              |7501054504535|NIVEA BODY PIEL EXT-SECA CRE 400ML|2.00|2.00|000000041.69|83.3800                                                                                                                                                                                                                                                                                                                                                                                                   
103|d.cuenta|MADERO              |7501070600556|SYNCOL COM 24|2.00|2.00|000000065.28|130.5600                                                                                                                                                                                                                                                                                                                                                                                                                       
103|d.cuenta|MADERO              |7501070981518|ESTECLIN 300MG CAP 20|1.00|1.00|000000247.56|247.5600                                                                                                                                                                                                                                                                                                                                                                                                               
103|d.cuenta|MADERO              |7501072300218|TING AEROSOL BOT 80G|1.00|1.00|000000061.73|61.7300                                                                                                                                                                                                                                                                                                                                                                                                                 
103|d.cuenta|MADERO              |7501086472048|PRO DDUTY MED COPETE CEP 1|5.00|5.00|000000017.38|86.9000                                                                                                                                                                                                                                                                                                                                                                                                           
103|d.cuenta|MADERO              |7501086494286|ORAL B CLASICO SUAVE 60 CEP |7.00|7.00|000000020.26|141.8200                                                                                                                                                                                                                                                                                                                                                                                                        
105|d.cuenta|CINCO DE MAYO       |75004088|PODOFILIA No 2 SOL 5ML|1.00|1.00|000000105.85|105.8500                                                                                                                                                                                                                                                                                                                                                                                                                   
105|d.cuenta|CINCO DE MAYO       |37000394945|NATURELLA F MODERADO ALAS BOL 14|17.00|17.00|000000029.64|503.8800                                                                                                                                                                                                                                                                                                                                                                                                    
105|d.cuenta|CINCO DE MAYO       |99176369141|COLGATE CEP CLASS DEL MED BLI 1|19.00|19.00|000000012.37|235.0300                                                                                                                                                                                                                                                                                                                                                                                                     
105|d.cuenta|CINCO DE MAYO       |354312425403|DERMAN KIDS PVO FCO 80G|1.00|1.00|000000016.74|16.7400                                                                                                                                                                                                                                                                                                                                                                                                               
105|d.cuenta|CINCO DE MAYO       |650240006647|BENGUE ULTRA GEL TUB 35G|1.00|1.00|000000056.09|56.0900                                                                                                                                                                                                                                                                                                                                                                                                              
105|d.cuenta|CINCO DE MAYO       |650240010712|TUKOL D AD JAR 125ML|16.00|16.00|000000049.26|788.1600                                                                                                                                                                                                                                                                                                                                                                                                               
105|d.cuenta|CINCO DE MAYO       |650240012525|CONDONES M ULTRASENSITIVE CAJ 3 PZAS|5.00|5.00|000000035.76|178.8000                                                                                                                                                                                                                                                                                                                                                                                                 
105|d.cuenta|CINCO DE MAYO       |650240017100|XL-3 VR 3/50/375MG TAB 24|8.00|8.00|000000047.10|376.8000                                                                                                                                                                                                                                                                                                                                                                                                            
105|d.cuenta|CINCO DE MAYO       |650240021138|GENOPRAZOL HIPERACIDEZ 20MG CAP 14|13.00|13.00|000000033.70|438.1000                                                                                                                                                                                                                                                                                                                                                                                                 
105|d.cuenta|CINCO DE MAYO       |714706100109|BRONCOLIN JBE 250ML|1.00|1.00|000000069.32|69.3200                                                                                                                                                                                                                                                                                                                                                                                                                   
105|d.cuenta|CINCO DE MAYO       |714706100307|BRONCOLIN JBE 140ML|2.00|2.00|000000042.36|84.7200                                                                                                                                                                                                                                                                                                                                                                                                                   
105|d.cuenta|CINCO DE MAYO       |736085051063|DELTAMID OFT GOT 5ML|3.00|3.00|000000199.91|599.7300                                                                                                                                                                                                                                                                                                                                                                                                                 
105|d.cuenta|CINCO DE MAYO       |736085405668|HUMYLUB OFT GOT 15ML|1.00|1.00|000000299.62|299.6200                                                                                                                                                                                                                                                                                                                                                                                                                 
105|d.cuenta|CINCO DE MAYO       |4005808225941|NIVEA BABY SOFT&CARE TOA BOL 63|2.00|2.00|000000031.44|62.8800                                                                                                                                                                                                                                                                                                                                                                                                      
105|d.cuenta|CINCO DE MAYO       |4005808802814|NIVEA BODY MILK RESECA CRE 125ML|6.00|6.00|000000015.80|94.8000                                                                                                                                                                                                                                                                                                                                                                                                     
105|d.cuenta|CINCO DE MAYO       |4005808803002|NIVEA BODY MILK NORMAL CRE 125ML|3.00|3.00|000000015.80|47.4000                                                                                                                                                                                                                                                                                                                                                                                                     
105|d.cuenta|CINCO DE MAYO       |7501001147563|VICK PASTILLAS CEREZA CAJ 20|8.00|8.00|000000012.80|102.4000                                                                                                                                                                                                                                                                                                                                                                                                        
105|d.cuenta|CINCO DE MAYO       |7501001147600|VICK PASTILLAS NARANJA CAJ 20|1.00|1.00|000000012.80|12.8000                                                                                                                                                                                                                                                                                                                                                                                                        
105|d.cuenta|CINCO DE MAYO       |7501001157296|NATURELLA F MODERADO ALAS BOL 10|27.00|27.00|000000014.29|385.8300                                                                                                                                                                                                                                                                                                                                                                                                  
105|d.cuenta|CINCO DE MAYO       |7501001258030|PEPTO BISMOL SOBRES TAB 6X4|5.00|5.00|000000048.48|242.4000                                                                                                                                                                                                                                                                                                                                                                                                         
105|d.cuenta|CINCO DE MAYO       |7501001353377|PEPTO BISMOL CEREZA MAST TAB 24|9.00|9.00|000000048.48|436.3200                                                                                                                                                                                                                                                                                                                                                                                                     
105|d.cuenta|CINCO DE MAYO       |7501008453780|REDOXON PLUS 1G/10MG TAB 10|1.00|1.00|000000072.37|72.3700                                                                                                                                                                                                                                                                                                                                                                                                          
105|d.cuenta|CINCO DE MAYO       |7501022105276|GRISI NEUTRO JAB 200G|7.00|7.00|000000012.78|89.4600                                                                                                                                                                                                                                                                                                                                                                                                                
105|d.cuenta|CINCO DE MAYO       |7501034635020|ISODINE SOL 120ML|1.00|1.00|000000082.09|82.0900                                                                                                                                                                                                                                                                                                                                                                                                                    
105|d.cuenta|CINCO DE MAYO       |7501034645067|LONOL SPORT GEL 30G|1.00|1.00|000000062.85|62.8500                                                                                                                                                                                                                                                                                                                                                                                                                  
105|d.cuenta|CINCO DE MAYO       |7501034650559|MUCOSOLVAN 300MG SOL 120ML|1.00|1.00|000000107.82|107.8200                                                                                                                                                                                                                                                                                                                                                                                                          
105|d.cuenta|CINCO DE MAYO       |7501034650580|MUCOANGIN MENTA PAS 20|4.00|4.00|000000076.73|306.9200                                                                                                                                                                                                                                                                                                                                                                                                              
105|d.cuenta|CINCO DE MAYO       |7501034651020|MUCOSOLVAN COMPOSITUM SOL 120ML|1.00|1.00|000000152.96|152.9600                                                                                                                                                                                                                                                                                                                                                                                                     
105|d.cuenta|CINCO DE MAYO       |7501035900264|STEFANO ROLL ON DES 50ML|6.00|6.00|000000020.43|122.5800                                                                                                                                                                                                                                                                                                                                                                                                            
105|d.cuenta|CINCO DE MAYO       |7501035908116|MENNEN TALCO AZUL BOT 100G|3.00|3.00|000000017.54|52.6200                                                                                                                                                                                                                                                                                                                                                                                                           
105|d.cuenta|CINCO DE MAYO       |7501035908239|MENNEN ACEITE REG BOT 50ML|7.00|7.00|000000010.28|71.9600                                                                                                                                                                                                                                                                                                                                                                                                           
105|d.cuenta|CINCO DE MAYO       |7501035911369|COLGATE TOTAL TUB 100ML|7.00|7.00|000000029.47|206.2900                                                                                                                                                                                                                                                                                                                                                                                                             
105|d.cuenta|CINCO DE MAYO       |7501035911376|COLGATE TOTAL TUB 150ML|3.00|3.00|000000041.80|125.4000                                                                                                                                                                                                                                                                                                                                                                                                             
105|d.cuenta|CINCO DE MAYO       |7501035911567|COLGATE MFP II TUB 50ML|15.00|15.00|000000009.99|149.8500                                                                                                                                                                                                                                                                                                                                                                                                           
105|d.cuenta|CINCO DE MAYO       |7501035915121|CURITY BIB REGULAR BOT 240ML|4.00|4.00|000000013.95|55.8000                                                                                                                                                                                                                                                                                                                                                                                                         
105|d.cuenta|CINCO DE MAYO       |7501035916586|STEFANO SPAZIO AER 125G|3.00|3.00|000000035.03|105.0900                                                                                                                                                                                                                                                                                                                                                                                                             
105|d.cuenta|CINCO DE MAYO       |7501037908084|BUSCAPINA GRA 12|7.00|7.00|000000059.90|419.3000                                                                                                                                                                                                                                                                                                                                                                                                                    
105|d.cuenta|CINCO DE MAYO       |7501037908619|BUSCAPINA 10MG GRA 24|5.00|5.00|000000120.09|600.4500                                                                                                                                                                                                                                                                                                                                                                                                               
105|d.cuenta|CINCO DE MAYO       |7501048333202|ALCOHOL DESNAT 70? PROTEC BOT 500ML|5.00|5.00|000000016.09|80.4500                                                                                                                                                                                                                                                                                                                                                                                                  
105|d.cuenta|CINCO DE MAYO       |7501050612364|METICORTEN 20MG TAB 30|1.00|1.00|000000296.07|296.0700                                                                                                                                                                                                                                                                                                                                                                                                              
105|d.cuenta|CINCO DE MAYO       |7501065041012|ASTRINGOSOL PROTEC ANTICARIE BOT 220ML|5.00|5.00|000000022.43|112.1500                                                                                                                                                                                                                                                                                                                                                                                              
105|d.cuenta|CINCO DE MAYO       |7501065053138|EMULSION DE SCOTT CEREZA EMU 200ML|1.00|1.00|000000051.37|51.3700                                                                                                                                                                                                                                                                                                                                                                                                   
105|d.cuenta|CINCO DE MAYO       |7501070612320|TREDA SUS 75ML|3.00|3.00|000000102.90|308.7000                                                                                                                                                                                                                                                                                                                                                                                                                      
105|d.cuenta|CINCO DE MAYO       |7501070622152|AMOXIBRON 500MG (A) CAP 12|1.00|1.00|000000153.18|153.1800                                                                                                                                                                                                                                                                                                                                                                                                          
105|d.cuenta|CINCO DE MAYO       |7501072300133|TING CRE 28G|1.00|1.00|000000047.67|47.6700                                                                                                                                                                                                                                                                                                                                                                                                                         
105|d.cuenta|CINCO DE MAYO       |7501072300164|TING TALCO FCO 45G|3.00|3.00|000000044.49|133.4700                                                                                                                                                                                                                                                                                                                                                                                                                  
105|d.cuenta|CINCO DE MAYO       |7501072310392|MELOX PLUS CEREZA SUS 360ML|1.00|1.00|000000055.65|55.6500                                                                                                                                                                                                                                                                                                                                                                                                          
105|d.cuenta|CINCO DE MAYO       |7501080950146|TROJAN TEXT C/ESP PRE 3|2.00|2.00|000000034.12|68.2400                                                                                                                                                                                                                                                                                                                                                                                                              
106|d.cuenta|TLALNEPANTLA        |300055501638|CALTRATE 600 + D TAB 60|1.00|1.00|000000125.43|125.4300                                                                                                                                                                                                                                                                                                                                                                                                              
106|d.cuenta|TLALNEPANTLA        |650240002465|GOICOTABS TAB 30|1.00|1.00|000000120.90|120.9000                                                                                                                                                                                                                                                                                                                                                                                                                     
106|d.cuenta|TLALNEPANTLA        |650240007828|ASEPXIA AZUFRE JAB 100G|1.00|1.00|000000014.83|14.8300                                                                                                                                                                                                                                                                                                                                                                                                               
106|d.cuenta|TLALNEPANTLA        |650240017100|XL-3 VR 3/50/375MG TAB 24|3.00|3.00|000000047.10|141.3000                                                                                                                                                                                                                                                                                                                                                                                                            
106|d.cuenta|TLALNEPANTLA        |650240028335|GARGAX BUCOFARINGEA 2.5% FRA 60ML|2.00|2.00|000000037.18|74.3600                                                                                                                                                                                                                                                                                                                                                                                                     
106|d.cuenta|TLALNEPANTLA        |714706901607|BRONCOLIN LIMON CARAMELO  40G|2.00|2.00|000000016.58|33.1600                                                                                                                                                                                                                                                                                                                                                                                                         
106|d.cuenta|TLALNEPANTLA        |4005808225941|NIVEA BABY SOFT&CARE TOA BOL 63|1.00|1.00|000000031.44|31.4400                                                                                                                                                                                                                                                                                                                                                                                                      
106|d.cuenta|TLALNEPANTLA        |5900273001566|COLGATE CEP EX CLEAN MED BLI 1|2.00|2.00|000000015.14|30.2800                                                                                                                                                                                                                                                                                                                                                                                                       
106|d.cuenta|TLALNEPANTLA        |7501001116187|VICK 44 TODO TIPO DE TOS JBE 120ML|2.00|2.00|000000066.44|132.8800                                                                                                                                                                                                                                                                                                                                                                                                  
106|d.cuenta|TLALNEPANTLA        |7501001147563|VICK PASTILLAS CEREZA CAJ 20|4.00|4.00|000000012.80|51.2000                                                                                                                                                                                                                                                                                                                                                                                                         
106|d.cuenta|TLALNEPANTLA        |7501001147587|VICK PASTILLAS LIMON CAJ 20|2.00|2.00|000000012.80|25.6000                                                                                                                                                                                                                                                                                                                                                                                                          
106|d.cuenta|TLALNEPANTLA        |7501001147600|VICK PASTILLAS NARANJA CAJ 20|1.00|1.00|000000012.80|12.8000                                                                                                                                                                                                                                                                                                                                                                                                        
106|d.cuenta|TLALNEPANTLA        |7501008453780|REDOXON PLUS 1G/10MG TAB 10|1.00|1.00|000000072.37|72.3700                                                                                                                                                                                                                                                                                                                                                                                                          
106|d.cuenta|TLALNEPANTLA        |7501008465592|FLANAX 200MG CAP 10|1.00|1.00|000000066.56|66.5600                                                                                                                                                                                                                                                                                                                                                                                                                  
