108|SAN COSME           |75001858|PALMOLIVE BRILLANTINA LIQ 199ML|1.00|1.00|000000023.11|23.1100                                                                                                                                                                                                                                                                                                                                                                                                                    
109|TACUBA              |75001858|PALMOLIVE BRILLANTINA LIQ 199ML|0.00|1.00|000000023.11|23.1100                                                                                                                                                                                                                                                                                                                                                                                                                    
112|NAUCALPAN           |75001858|PALMOLIVE BRILLANTINA LIQ 199ML|1.00|1.00|000000023.11|23.1100                                                                                                                                                                                                                                                                                                                                                                                                                    
114|PURISIMA            |75001858|PALMOLIVE BRILLANTINA LIQ 199ML|2.00|2.00|000000023.11|46.2200                                                                                                                                                                                                                                                                                                                                                                                                                    
202|POLANCO             |75001858|PALMOLIVE BRILLANTINA LIQ 199ML|0.00|1.00|000000023.11|23.1100                                                                                                                                                                                                                                                                                                                                                                                                                    
504|OBREG 01            |75001858|PALMOLIVE BRILLANTINA LIQ 199ML|0.00|1.00|000000023.11|23.1100                                                                                                                                                                                                                                                                                                                                                                                                                    
812|LA PAZ 2            |75001858|PALMOLIVE BRILLANTINA LIQ 199ML|0.00|1.00|000000023.11|23.1100                                                                                                                                                                                                                                                                                                                                                                                                                    
109|TACUBA              |75001865|PALMOLIVE BRILLANTINA LIQ 115ML|0.00|1.00|000000016.16|16.1600                                                                                                                                                                                                                                                                                                                                                                                                                    
112|NAUCALPAN           |75001865|PALMOLIVE BRILLANTINA LIQ 115ML|1.00|1.00|000000016.16|16.1600                                                                                                                                                                                                                                                                                                                                                                                                                    
201|AZCAPOTZALCO        |75001865|PALMOLIVE BRILLANTINA LIQ 115ML|2.00|2.00|000000016.16|32.3200                                                                                                                                                                                                                                                                                                                                                                                                                    
202|POLANCO             |75001865|PALMOLIVE BRILLANTINA LIQ 115ML|0.00|1.00|000000016.16|16.1600                                                                                                                                                                                                                                                                                                                                                                                                                    
501|TIJUANA 01          |75001865|PALMOLIVE BRILLANTINA LIQ 115ML|0.00|1.00|000000016.16|16.1600                                                                                                                                                                                                                                                                                                                                                                                                                    
812|LA PAZ 2            |75001865|PALMOLIVE BRILLANTINA LIQ 115ML|0.00|1.00|000000016.16|16.1600                                                                                                                                                                                                                                                                                                                                                                                                                    
103|MADERO              |75001872|PALMOLIVE BRILLANTINA LIQ 52ML|1.00|1.00|000000009.59|9.5900                                                                                                                                                                                                                                                                                                                                                                                                                      
109|TACUBA              |75001872|PALMOLIVE BRILLANTINA LIQ 52ML|0.00|1.00|000000009.59|9.5900                                                                                                                                                                                                                                                                                                                                                                                                                      
201|AZCAPOTZALCO        |75001872|PALMOLIVE BRILLANTINA LIQ 52ML|2.00|2.00|000000009.59|19.1800                                                                                                                                                                                                                                                                                                                                                                                                                     
202|POLANCO             |75001872|PALMOLIVE BRILLANTINA LIQ 52ML|0.00|1.00|000000009.59|9.5900                                                                                                                                                                                                                                                                                                                                                                                                                      
812|LA PAZ 2            |75001872|PALMOLIVE BRILLANTINA LIQ 52ML|0.00|1.00|000000009.59|9.5900                                                                                                                                                                                                                                                                                                                                                                                                                      
504|OBREG 01            |75004088|PODOFILIA No 2 SOL 5ML|0.00|1.00|000000105.85|105.8500                                                                                                                                                                                                                                                                                                                                                                                                                            
806|LA PAZ 1            |75004088|PODOFILIA No 2 SOL 5ML|0.00|1.00|000000105.85|105.8500                                                                                                                                                                                                                                                                                                                                                                                                                            
812|LA PAZ 2            |75004088|PODOFILIA No 2 SOL 5ML|0.00|1.00|000000105.85|105.8500                                                                                                                                                                                                                                                                                                                                                                                                                            
103|MADERO              |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
105|CINCO DE MAYO       |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
106|TLALNEPANTLA        |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
107|PORTALES            |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
108|SAN COSME           |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
109|TACUBA              |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
112|NAUCALPAN           |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
114|PURISIMA            |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
116|TLAHUAC             |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
129|NORMAL              |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
201|AZCAPOTZALCO        |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
202|POLANCO             |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
504|OBREG 01            |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
552|TEPIC 1             |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
812|LA PAZ 2            |75004972|ESPACIL SIMPLE GOT 15ML|0.00|1.00|000000107.98|107.9800                                                                                                                                                                                                                                                                                                                                                                                                                           
105|CINCO DE MAYO       |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
106|TLALNEPANTLA        |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
107|PORTALES            |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
108|SAN COSME           |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
109|TACUBA              |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
112|NAUCALPAN           |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
114|PURISIMA            |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
116|TLAHUAC             |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
129|NORMAL              |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
501|TIJUANA 01          |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
504|OBREG 01            |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
552|TEPIC 1             |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
812|LA PAZ 2            |75004996|ESPAVEN PED SUS 30ML|0.00|1.00|000000114.27|114.2700                                                                                                                                                                                                                                                                                                                                                                                                                              
812|LA PAZ 2            |75009328|ADVIL 200MG GRA 12|0.00|1.00|000000025.54|25.5400                                                                                                                                                                                                                                                                                                                                                                                                                                 
103|MADERO              |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|10.00|10.00|000000007.64|76.4000                                                                                                                                                                                                                                                                                                                                                                                                                 
105|CINCO DE MAYO       |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|12.00|12.00|000000007.64|91.6800                                                                                                                                                                                                                                                                                                                                                                                                                 
107|PORTALES            |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|6.00|6.00|000000007.64|45.8400                                                                                                                                                                                                                                                                                                                                                                                                                   
108|SAN COSME           |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|5.00|5.00|000000007.64|38.2000                                                                                                                                                                                                                                                                                                                                                                                                                   
112|NAUCALPAN           |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|3.00|3.00|000000007.64|22.9200                                                                                                                                                                                                                                                                                                                                                                                                                   
116|TLAHUAC             |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|2.00|2.00|000000007.64|15.2800                                                                                                                                                                                                                                                                                                                                                                                                                   
201|AZCAPOTZALCO        |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|2.00|2.00|000000007.64|15.2800                                                                                                                                                                                                                                                                                                                                                                                                                   
501|TIJUANA 01          |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|0.00|1.00|000000007.64|7.6400                                                                                                                                                                                                                                                                                                                                                                                                                    
812|LA PAZ 2            |75010690|HINDS CREMA ROSA RESECA LIQ 90ML|0.00|1.00|000000007.64|7.6400                                                                                                                                                                                                                                                                                                                                                                                                                    
105|CINCO DE MAYO       |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
106|TLALNEPANTLA        |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
107|PORTALES            |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
108|SAN COSME           |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
109|TACUBA              |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
112|NAUCALPAN           |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
114|PURISIMA            |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
116|TLAHUAC             |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
129|NORMAL              |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
201|AZCAPOTZALCO        |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
202|POLANCO             |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
501|TIJUANA 01          |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
504|OBREG 01            |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
552|TEPIC 1             |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
806|LA PAZ 1            |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
812|LA PAZ 2            |75026226|VIT E ETERNAL 400MG CAP 30|0.00|1.00|000000064.08|64.0800                                                                                                                                                                                                                                                                                                                                                                                                                         
103|MADERO              |8400000026|ACETA DIAZOL 250MG TAB 30|0.00|1.00|000000178.03|178.0300                                                                                                                                                                                                                                                                                                                                                                                                                       
